country,variable,mean,q2.5,q25,q75,q97.5,gid,month,run_level,variant,identifier,time_left,time_right
SDN,"betas[5,3]",-4.963256261,-8.9139335,-5.9672350000000005,-3.8229975,-1.885123249999999,SDN.1.5_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[6,3]",-4.3370903637,-8.35874475,-5.4713674999999995,-3.03151,-0.8020175249999992,SDN.1.6_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[7,3]",-4.430743304225,-8.283526499999999,-5.5746875,-3.1560925000000006,-1.0819192499999999,SDN.1.7_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[8,3]",-4.290782175795,-8.15745025,-5.405765000000001,-3.0111600000000003,-0.9787610749999994,SDN.10.1_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[9,3]",-4.475168472875,-8.269656,-5.492065,-3.2912274999999998,-1.2201177499999998,SDN.10.2_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[10,3]",-4.542489445875,-8.51425525,-5.586777499999999,-3.3516325,-1.2418779999999991,SDN.10.3_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[11,3]",-4.41171171675,-8.364165999999999,-5.430814999999999,-3.1631225,-1.1732957499999999,SDN.10.4_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[12,3]",-4.4494796528975,-8.605712500000001,-5.4701475,-3.2155875000000003,-1.2566544999999998,SDN.11.1_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[13,3]",-4.5326347676925,-8.53734725,-5.5237125,-3.3061499999999997,-1.4319824999999997,SDN.11.2_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[14,3]",-4.42483901599,-8.18251775,-5.44887,-3.2065849999999996,-1.190400249999999,SDN.11.3_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[15,3]",-4.422459019925,-8.379204750000001,-5.5048375,-3.2059550000000003,-0.9768297499999997,SDN.11.4_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[16,3]",-4.63590514665,-8.3897985,-5.623135,-3.463355,-1.5384467499999994,SDN.12.1_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[17,3]",-4.92554693775,-8.94092,-5.8940725,-3.7384575,-1.9969947499999985,SDN.12.2_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[18,3]",-4.57398632095,-8.23794725,-5.57704,-3.4190449999999997,-1.562940499999999,SDN.12.3_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[19,3]",-5.098578971,-8.99058625,-6.0414275,-3.936845,-2.363474999999999,SDN.12.4_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[20,3]",-5.119021877,-8.90329875,-6.061575,-3.99023,-2.407460999999999,SDN.12.5_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[21,3]",-4.564433104015,-8.476293,-5.564564999999999,-3.374725,-1.3902837499999998,SDN.12.6_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[22,3]",-5.36223418,-9.224869,-6.305205,-4.1577075,-2.59842425,SDN.13.1_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[23,3]",-6.215470865,-10.800229999999999,-7.455012499999999,-4.7701725,-2.8138035,SDN.13.2_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[24,3]",-6.1255665965,-10.66159,-7.2818925000000005,-4.7296675,-2.88506325,SDN.13.3_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[25,3]",-5.655019695,-9.9677565,-6.7229975,-4.3705325,-2.7041370000000002,SDN.14.1_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[26,3]",-5.69431706125,-10.302182499999999,-6.8341025,-4.31128,-2.4809755,SDN.14.2_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[27,3]",-5.04707039925,-8.973642,-6.0762025,-3.8300574999999997,-2.0380387499999992,SDN.14.3_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[28,3]",-5.02585857225,-9.298069499999999,-6.0526124999999995,-3.7865575,-1.8978017499999993,SDN.14.4_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[29,3]",-5.0293833405,-9.252331,-6.04814,-3.78525,-1.9185519999999998,SDN.14.5_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[30,3]",-5.5991554725,-9.7051155,-6.6294225,-4.3485825,-2.8665065,SDN.15.1_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[31,3]",-5.11958372575,-9.226688,-6.115965,-3.938725,-2.1502285,SDN.15.2_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[32,3]",-4.2685835491375,-8.202626,-5.335445,-2.988375,-1.0205555,SDN.15.3_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[33,3]",-4.336421836775,-8.159802749999999,-5.373702499999999,-3.0880175000000003,-1.1704857499999999,SDN.15.4_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[34,3]",-5.604916150125,-10.1353325,-6.5884374999999995,-4.3316275,-2.4843845,SDN.15.5_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[35,3]",-4.775005990275,-9.096782,-5.777570000000001,-3.550665,-1.5464749999999987,SDN.16.1_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[36,3]",-5.0402883929,-9.3967215,-6.1263275,-3.7756125,-1.8499674999999998,SDN.17.1_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[37,3]",-5.0107455842,-9.26267225,-6.079372500000001,-3.750325,-1.8010364999999997,SDN.17.2_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[38,3]",-4.91194868075,-8.5386375,-5.8809949999999995,-3.7758724999999997,-2.17529775,SDN.17.3_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[39,3]",-5.083755869,-8.85323425,-6.042509999999999,-3.9164275,-2.298596749999999,SDN.17.4_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[40,3]",-4.95363544425,-9.303251249999999,-5.9789449999999995,-3.7374275,-1.8909254999999978,SDN.17.5_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[41,3]",-5.254761198,-9.12965825,-6.183085,-4.0671575,-2.585733,SDN.18.1_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[42,3]",-4.94366616725,-8.978454999999999,-5.96011,-3.70963,-2.07781775,SDN.18.2_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[43,3]",-4.323214973775,-8.1310915,-5.35275,-3.0913549999999996,-1.1515544999999987,SDN.18.3_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[44,3]",-4.782768698,-8.57895375,-5.791337499999999,-3.6302975,-1.967103749999998,SDN.18.4_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[45,3]",-5.760376755,-9.9828845,-6.82998,-4.4695125000000004,-2.88932025,SDN.2.1_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[46,3]",-5.94586261,-10.271355,-7.086947499999999,-4.5935875,-2.9190395,SDN.2.2_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[47,3]",-5.9786080225,-10.49606,-7.1582175,-4.62852,-2.989930749999998,SDN.2.3_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[48,3]",-5.884670015,-10.08985,-7.0435,-4.53726,-2.9154019999999985,SDN.2.4_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[49,3]",-5.09246073575,-8.79994275,-6.0556275,-3.94487,-2.3134685,SDN.2.5_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[50,3]",-4.896610633675,-8.65940475,-5.88298,-3.7468025,-2.167044,SDN.3.1_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[51,3]",-4.7239640738225,-9.0082205,-5.81741,-3.464935,-1.4175925,SDN.3.2_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[52,3]",-5.76511221,-10.052542500000001,-6.843627499999999,-4.44991,-2.8091005,SDN.3.3_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[53,3]",-5.7082320225,-9.8218785,-6.7625575,-4.4225275,-2.692589499999999,SDN.3.4_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[54,3]",-4.842799519225,-8.687985999999999,-5.8546125,-3.63252,-1.6898157499999995,SDN.3.5_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[55,3]",-5.825803625,-10.14101,-6.94059,-4.4773250000000004,-2.8325884999999995,SDN.4.1_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[56,3]",-6.0582343325,-10.529935,-7.204999999999999,-4.6504425000000005,-2.91356925,SDN.4.2_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[57,3]",-5.00235449225,-9.26764925,-6.009977500000001,-3.7950250000000003,-2.0379205,SDN.5.1_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[58,3]",-5.37595826975,-9.584629,-6.3707625,-4.1499375,-2.4991542499999997,SDN.5.2_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[59,3]",-5.44926044525,-9.64679825,-6.41765,-4.21218,-2.7316979999999997,SDN.6.1_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[60,3]",-4.38435123531,-8.244058999999998,-5.428515,-3.1311,-1.2100304999999996,SDN.6.2_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[61,3]",-5.983564495,-10.372289999999998,-7.094935,-4.636245,-2.9553545,SDN.6.3_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[62,3]",-5.583434095,-9.6218945,-6.5903,-4.3479600000000005,-2.9202675,SDN.6.4_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[63,3]",-5.5872312375,-9.548255,-6.582812499999999,-4.3483625,-2.8822517499999996,SDN.6.5_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[64,3]",-4.384238154295,-8.2421775,-5.441485,-3.1406324999999997,-1.3534914999999998,SDN.7.1_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[65,3]",-4.749869955525,-8.45085925,-5.7339275,-3.5877600000000003,-1.9035199999999997,SDN.7.2_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[66,3]",-4.6118731641975,-8.2960075,-5.6415975,-3.4412625,-1.3862042499999994,SDN.7.3_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[67,3]",-4.406023115375,-8.24221725,-5.462950000000001,-3.1582850000000002,-1.3470672499999994,SDN.7.4_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[68,3]",-4.84481397225,-8.5732625,-5.769690000000001,-3.71453,-2.0801932499999998,SDN.7.5_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[69,3]",-5.1612096,-8.85160175,-6.1076825,-3.97523,-2.4626842499999997,SDN.7.6_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[70,3]",-5.194205505,-9.118549250000001,-6.1254599999999995,-4.0248574999999995,-2.5401199999999995,SDN.7.7_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[71,3]",-5.6398497575,-9.925256,-6.6211625000000005,-4.348505,-2.8604909999999997,SDN.8.1_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[72,3]",-5.585045212,-10.0890325,-6.605505000000001,-4.3225075,-2.6125962499999997,SDN.8.2_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[73,3]",-5.41973103,-9.87509125,-6.3823975,-4.171022499999999,-2.284884499999999,SDN.8.3_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[74,3]",-4.91733608895,-8.782247750000002,-5.94816,-3.710565,-1.8593799999999996,SDN.8.4_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[75,3]",-4.61011048555,-8.459462499999999,-5.643075,-3.4300699999999997,-1.4804797499999998,SDN.8.5_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[76,3]",-4.6650858157175,-8.372995499999998,-5.620075,-3.49434,-1.7313294999999997,SDN.9.1_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[77,3]",-4.80133932315025,-8.659839499999999,-5.834135000000001,-3.6099725,-1.7502597499999992,SDN.9.2_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[78,3]",-5.1499652695,-9.027125750000002,-6.083165,-3.9953525,-2.4462282499999994,SDN.9.3_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[79,3]",-4.6812820530675,-8.43010325,-5.631780000000001,-3.5582325000000004,-1.7082294999999998,SDN.9.4_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[80,3]",-5.231932356,-9.018008499999999,-6.151199999999999,-4.059335,-2.5331932499999996,SDN.9.5_1,3,2,mixture,mean_annual_incidence,all,all
SDN,"betas[1,4]",-3.02118424626975,-6.29881575,-4.0290625,-1.90462,-0.3088344249999999,SDN.1.1_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[2,4]",-1.80455446103575,-5.968922,-3.2067625,-0.33180375,1.3087370000000003,SDN.1.2_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[3,4]",-2.145991058520025,-6.0999099999999995,-3.6393275,-0.5761430000000001,1.20103125,SDN.1.3_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[4,4]",-2.471101404770675,-6.133654750000001,-3.7402575,-1.125245,0.6146114,SDN.1.4_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[5,4]",-2.8814767065725,-6.46979225,-4.0767225,-1.61175,0.4497510500000003,SDN.1.5_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[6,4]",-1.76899417033475,-6.517016249999999,-3.586865,0.06859357499999999,2.0003280000000006,SDN.1.6_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[7,4]",-1.95484930468,-5.92313475,-3.5180049999999996,-0.369158,1.4307405000000002,SDN.1.7_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[8,4]",-1.702919545863375,-5.98442675,-3.1494625,-0.205142,1.30956625,SDN.10.1_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[9,4]",-2.0521346875975,-5.84130825,-3.4235925000000003,-0.61338925,1.1888192500000008,SDN.10.2_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[10,4]",-2.1179385635475,-5.8878509999999995,-3.492415,-0.67313,1.115870500000001,SDN.10.3_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[11,4]",-1.936272767565,-6.067266500000001,-3.38219,-0.4603385,1.2560095000000002,SDN.10.4_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[12,4]",-2.012029952845,-6.046477500000001,-3.4392224999999996,-0.5471014999999999,1.2045907500000004,SDN.11.1_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[13,4]",-2.13639022197975,-5.673411,-3.5247924999999998,-0.733807,1.0454755000000007,SDN.11.2_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[14,4]",-1.925558947858586,-5.99485725,-3.28807,-0.47458849999999997,1.10333125,SDN.11.3_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[15,4]",-1.917495872489525,-5.9429490000000005,-3.4328225000000003,-0.31784674999999996,1.5038235,SDN.11.4_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[16,4]",-2.29091533037625,-5.7047015,-3.5419324999999997,-0.9987155000000001,0.7208849250000003,SDN.12.1_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[17,4]",-2.8052452664345,-6.43105925,-3.88307,-1.6225925,0.3906427000000006,SDN.12.2_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[18,4]",-2.19984783594375,-5.7456,-3.4219375,-0.84055575,0.7704896500000004,SDN.12.3_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[19,4]",-3.1509460589125,-6.246493,-4.1630675,-2.0868349999999998,-0.41262637499999943,SDN.12.4_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[20,4]",-3.1894408121025,-6.28909575,-4.123135,-2.1192925000000002,-0.5440028249999999,SDN.12.5_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[21,4]",-2.163275999195,-5.654605,-3.4316250000000004,-0.8427495,0.907949875,SDN.12.6_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[22,4]",-3.56838439275,-7.09202,-4.458982499999999,-2.508915,-0.9361708749999995,SDN.13.1_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[23,4]",-5.081555209675,-10.0836225,-6.732142499999999,-3.2742825,-1.0007446749999998,SDN.13.2_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[24,4]",-4.943003945775,-10.0834475,-6.395995,-3.2009125,-1.152748,SDN.13.3_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[25,4]",-4.1182214259125,-8.81437175,-5.260845,-2.67768,-0.9365154749999998,SDN.14.1_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[26,4]",-4.14998732245,-9.1943885,-5.486622499999999,-2.564585,-0.5401860749999998,SDN.14.2_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[27,4]",-3.0164640810475,-6.916001,-4.1295925,-1.8412425,0.3880738500000004,SDN.14.3_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[28,4]",-3.0215621391275,-7.26178775,-4.166225,-1.7500300000000002,0.4149602750000004,SDN.14.4_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[29,4]",-3.065369399995,-7.1057015,-4.22138,-1.7796500000000002,0.24729942500000018,SDN.14.5_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[30,4]",-4.02151300135,-7.9971042500000005,-5.027075,-2.78423,-1.371260999999999,SDN.15.1_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[31,4]",-3.181410988075,-7.01528425,-4.2874300000000005,-1.9865575000000002,0.11633157500000028,SDN.15.2_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[32,4]",-1.64291249781425,-6.095521499999999,-3.19396,-0.096126125,1.52228625,SDN.15.3_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[33,4]",-1.77833086531125,-5.94854175,-3.21171,-0.27301275,1.2718252500000002,SDN.15.4_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[34,4]",-3.9987011122025,-9.096666,-5.1579524999999995,-2.5151325,-0.3897631749999998,SDN.15.5_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[35,4]",-2.5243969099925,-6.604462,-3.77248,-1.10849,0.9610820000000002,SDN.16.1_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[36,4]",-3.017221352555,-7.52262,-4.2432525000000005,-1.5844125,0.6519724500000004,SDN.17.1_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[37,4]",-2.9770435323375,-7.224816249999999,-4.2530025,-1.557765,0.755692225,SDN.17.2_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[38,4]",-2.8385974000425,-5.957552,-3.97146,-1.6760225,0.040868205000000414,SDN.17.3_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[39,4]",-3.0675474058,-6.5345059999999995,-3.9791624999999997,-2.01432,-0.3124791999999992,SDN.17.4_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[40,4]",-2.8403764477885,-6.69062075,-4.017227500000001,-1.52017,0.5908931500000009,SDN.17.5_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[41,4]",-3.38746184930375,-6.8992510000000005,-4.3057125,-2.3210825,-0.6582356249999989,SDN.18.1_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[42,4]",-2.82861175052,-6.285361749999999,-3.914015,-1.6927925,0.36552895,SDN.18.2_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[43,4]",-1.7191572294770001,-5.78607775,-3.1239624999999998,-0.244117,1.18371475,SDN.18.3_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[44,4]",-2.536612918461,-5.69657775,-3.639485,-1.3777650000000001,0.33477377500000044,SDN.18.4_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[45,4]",-4.26357453995,-8.69152725,-5.46207,-2.8121774999999998,-1.2368869999999992,SDN.2.1_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[46,4]",-4.6254814703,-9.33395475,-5.9232875,-3.0795399999999997,-1.4342117499999993,SDN.2.2_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[47,4]",-4.6985095079,-9.40152025,-6.036345000000001,-3.0871575,-1.4193014999999998,SDN.2.3_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[48,4]",-4.52312746927,-8.82033675,-5.8505075,-2.963885,-1.2595909999999992,SDN.2.4_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[49,4]",-3.157674740525,-6.41075775,-4.126037500000001,-2.1191649999999997,-0.28079542499999927,SDN.2.5_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[50,4]",-2.75085683310225,-5.8098565,-3.83983,-1.6575075,0.05381099750000027,SDN.3.1_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[51,4]",-2.3934849351025,-6.555450250000001,-3.79908,-0.86138775,1.280847500000002,SDN.3.2_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[52,4]",-4.3002930806025,-8.876135499999998,-5.4886475,-2.8601,-1.2770774999999999,SDN.3.3_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[53,4]",-4.196709988295,-8.8803,-5.294722500000001,-2.7908175,-1.1208844999999998,SDN.3.4_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[54,4]",-2.612852299511,-6.35284475,-3.81201,-1.3637525,0.7209270250000002,SDN.3.5_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[55,4]",-4.39256638635,-9.399732,-5.6302725,-2.864095,-1.1625975,SDN.4.1_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[56,4]",-4.81572483015,-9.682011000000001,-6.271790000000001,-3.1219075,-1.2297614999999995,SDN.4.2_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[57,4]",-2.936598124605,-7.1044325,-4.09534,-1.5922150000000002,0.3933773750000025,SDN.5.1_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[58,4]",-3.6406662245775,-8.037918249999999,-4.685945,-2.4198424999999997,-0.5438088749999996,SDN.5.2_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[59,4]",-3.748505539825,-7.616502,-4.66614,-2.55554,-1.11963175,SDN.6.1_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[60,4]",-1.86722735952,-5.9646525,-3.2667200000000003,-0.41467350000000003,1.2125722500000007,SDN.6.2_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[61,4]",-4.70035438875,-9.423228,-6.043419999999999,-3.1032725,-1.3259544999999997,SDN.6.3_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[62,4]",-4.0118658659625,-7.982282999999999,-4.9739474999999995,-2.83026,-1.3306857499999993,SDN.6.4_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[63,4]",-3.981403677725,-7.88158225,-4.9922575,-2.7346449999999995,-1.3930809999999998,SDN.6.5_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[64,4]",-1.8386361152594999,-6.1989515,-3.2800174999999996,-0.31300425,1.2522690000000003,SDN.7.1_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[65,4]",-2.494442270705,-5.78134525,-3.67781,-1.29934,0.5052091250000023,SDN.7.2_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[66,4]",-2.2423615509675,-5.744489250000001,-3.4901575,-0.88210925,1.10562325,SDN.7.3_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[67,4]",-1.85825469606625,-6.107396499999999,-3.269815,-0.39006300000000005,1.2905437500000003,SDN.7.4_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[68,4]",-2.6466475026465,-5.88480725,-3.747845,-1.4848899999999998,0.2183079750000001,SDN.7.5_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[69,4]",-3.19223423633,-6.743882000000001,-4.1443075,-2.12459,-0.40636752499999973,SDN.7.6_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[70,4]",-3.261335919125,-6.52311775,-4.21541,-2.1922875,-0.4105880499999982,SDN.7.7_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[71,4]",-4.0705407010025,-8.639846750000002,-5.1218325,-2.711515,-1.0722017499999996,SDN.8.1_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[72,4]",-3.9733352301125,-8.9751075,-5.070755,-2.5164825,-0.3915137499999997,SDN.8.2_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[73,4]",-3.6778120821824998,-8.756859500000001,-4.8447225,-2.323535,0.2386316000000024,SDN.8.3_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[74,4]",-2.7932136322325,-6.7382875,-4.03391,-1.4617674999999999,0.7280853750000001,SDN.8.4_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[75,4]",-2.231507251845,-5.851432000000001,-3.4890675,-0.88859425,1.0902695000000004,SDN.8.5_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[76,4]",-2.3480606314425,-5.94720525,-3.6098225,-1.027055,0.7523687,SDN.9.1_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[77,4]",-2.596976235733,-6.1648045,-3.8401300000000003,-1.2894074999999998,0.7209838250000007,SDN.9.2_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[78,4]",-3.222232761511,-6.35384425,-4.1865725000000005,-2.1923275,-0.4637386749999993,SDN.9.3_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[79,4]",-2.44581948836125,-5.971165999999999,-3.64192,-1.1541350000000001,0.4793366750000003,SDN.9.4_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[80,4]",-3.3664887169,-6.719499750000001,-4.2829950000000006,-2.3255875,-0.6031655999999996,SDN.9.5_1,4,2,mixture,mean_annual_incidence,all,all
SDN,"betas[1,5]",-2.31041088826575,-5.811891999999999,-3.5091525,-1.03726,0.9084354,SDN.1.1_1,5,2,mixture,mean_annual_incidence,all,all
SDN,"betas[2,5]",-0.903694631462,-5.75711075,-2.6783625000000004,0.820682,2.5140540000000002,SDN.1.2_1,5,2,mixture,mean_annual_incidence,all,all
SDN,"betas[3,5]",-1.299114861381,-5.761043,-3.1535149999999996,0.48013225,2.50340325,SDN.1.3_1,5,2,mixture,mean_annual_incidence,all,all
SDN,"betas[4,5]",-1.6829347486775,-5.7672155,-3.26408,-0.13245525,1.7513727500000005,SDN.1.4_1,5,2,mixture,mean_annual_incidence,all,all
SDN,"betas[5,5]",-2.16826301295475,-5.98895375,-3.5141449999999996,-0.8272762499999999,1.6906350000000006,SDN.1.5_1,5,2,mixture,mean_annual_incidence,all,all
SDN,"betas[6,5]",-0.84963541187625,-6.1906705,-3.1477375,1.3639675,3.3576122500000003,SDN.1.6_1,5,2,mixture,mean_annual_incidence,all,all
SDN,"betas[7,5]",-1.078584921165,-5.68937575,-3.0103075000000006,0.8430724999999999,2.787190500000001,SDN.1.7_1,5,2,mixture,mean_annual_incidence,all,all
SDN,"betas[8,5]",-0.782293633015,-5.8152605,-2.5868225000000002,1.0119425,2.523892750000001,SDN.10.1_1,5,2,mixture,mean_annual_incidence,all,all
