gid,variant,run_level,peak_month,peak_val,country
KEN.41_1,offset,1,1,0.49195612421,KEN
KEN.42_1,offset,1,1,0.49195612421,KEN
KEN.43_1,offset,1,1,0.49195612421,KEN
KEN.44_1,offset,1,1,0.49195612421,KEN
KEN.45_1,offset,1,1,0.49195612421,KEN
KEN.46_1,offset,1,1,0.49195612421,KEN
KEN.47_1,offset,1,1,0.49195612421,KEN
KEN.5_1,offset,1,1,0.49195612421,KEN
KEN.6_1,offset,1,1,0.49195612421,KEN
KEN.7_1,offset,1,1,0.49195612421,KEN
KEN.8_1,offset,1,1,0.49195612421,KEN
KEN.9_1,offset,1,1,0.49195612421,KEN
MLI.1.1_1,base,2,12,1.4455164955,MLI
MLI.2.1_1,base,2,12,1.4455164955,MLI
MLI.2.2_1,base,2,12,1.4455164955,MLI
MLI.2.3_1,base,2,12,1.4455164955,MLI
MLI.2.4_1,base,2,12,1.4455164955,MLI
MLI.3.1_1,base,2,12,1.4455164955,MLI
MLI.3.2_1,base,2,12,1.4455164955,MLI
MLI.3.3_1,base,2,12,1.4455164955,MLI
MLI.3.4_1,base,2,12,1.4455164955,MLI
MLI.3.5_1,base,2,12,1.4455164955,MLI
MLI.3.6_1,base,2,12,1.4455164955,MLI
MLI.3.7_1,base,2,12,1.4455164955,MLI
MLI.4.1_1,base,2,12,1.4455164955,MLI
MLI.4.2_1,base,2,12,1.4455164955,MLI
MLI.4.3_1,base,2,12,1.4455164955,MLI
MLI.4.4_1,base,2,12,1.4455164955,MLI
MLI.5.1_1,base,2,12,1.4455164955,MLI
MLI.5.2_1,base,2,12,1.4455164955,MLI
MLI.5.3_1,base,2,12,1.4455164955,MLI
MLI.5.4_1,base,2,12,1.4455164955,MLI
MLI.5.5_1,base,2,12,1.4455164955,MLI
MLI.5.6_1,base,2,12,1.4455164955,MLI
MLI.5.7_1,base,2,12,1.4455164955,MLI
MLI.6.1_1,base,2,12,1.4455164955,MLI
MLI.6.2_1,base,2,12,1.4455164955,MLI
MLI.6.3_1,base,2,12,1.4455164955,MLI
MLI.6.4_1,base,2,12,1.4455164955,MLI
MLI.6.5_1,base,2,12,1.4455164955,MLI
MLI.6.6_1,base,2,12,1.4455164955,MLI
MLI.6.7_1,base,2,12,1.4455164955,MLI
MLI.6.8_1,base,2,12,1.4455164955,MLI
MLI.7.1_1,base,2,12,1.4455164955,MLI
MLI.7.2_1,base,2,12,1.4455164955,MLI
MLI.7.3_1,base,2,12,1.4455164955,MLI
MLI.7.4_1,base,2,12,1.4455164955,MLI
MLI.7.5_1,base,2,12,1.4455164955,MLI
MLI.7.6_1,base,2,12,1.4455164955,MLI
MLI.7.7_1,base,2,12,1.4455164955,MLI
MLI.8.1_1,base,2,12,1.4455164955,MLI
MLI.8.2_1,base,2,12,1.4455164955,MLI
MLI.8.3_1,base,2,12,1.4455164955,MLI
MLI.8.4_1,base,2,12,1.4455164955,MLI
MLI.8.5_1,base,2,12,1.4455164955,MLI
MLI.8.6_1,base,2,12,1.4455164955,MLI
MLI.8.7_1,base,2,12,1.4455164955,MLI
MLI.9.1_1,base,2,12,1.4455164955,MLI
MLI.9.2_1,base,2,12,1.4455164955,MLI
MLI.9.3_1,base,2,12,1.4455164955,MLI
MLI.9.4_1,base,2,12,1.4455164955,MLI
MLI.9.5_1,base,2,12,1.4455164955,MLI
MOZ.1_1,mixture,1,1,1.40060719113075,MOZ
MOZ.10_1,mixture,1,1,1.06813634284,MOZ
MOZ.11_1,mixture,1,3,0.8675762389875,MOZ
MOZ.2_1,mixture,1,1,1.0669439733235,MOZ
MOZ.3_1,mixture,1,1,1.082207122286425,MOZ
MOZ.4_1,mixture,1,1,1.262456085235,MOZ
MOZ.5_1,mixture,1,1,1.203614126602575,MOZ
MOZ.6_1,mixture,1,1,0.8679191060395,MOZ
MOZ.7_1,mixture,1,1,1.592624869585,MOZ
MOZ.8_1,mixture,1,1,1.261265804799,MOZ
MOZ.9_1,mixture,1,1,1.3114656687185,MOZ
MWI.1_1,offset,1,2,1.0985276875,MWI
MWI.10_1,offset,1,2,1.0985276875,MWI
MWI.11_1,offset,1,2,1.0985276875,MWI
MWI.12_1,offset,1,2,1.0985276875,MWI
MWI.13_1,offset,1,2,1.0985276875,MWI
MWI.14_1,offset,1,2,1.0985276875,MWI
MWI.15_1,offset,1,2,1.0985276875,MWI
MWI.16_1,offset,1,2,1.0985276875,MWI
MWI.17_1,offset,1,2,1.0985276875,MWI
MWI.18_1,offset,1,2,1.0985276875,MWI
MWI.19_1,offset,1,2,1.0985276875,MWI
MWI.2_1,offset,1,2,1.0985276875,MWI
MWI.20_1,offset,1,2,1.0985276875,MWI
MWI.21_1,offset,1,2,1.0985276875,MWI
MWI.22_1,offset,1,2,1.0985276875,MWI
MWI.23_1,offset,1,2,1.0985276875,MWI
MWI.24_1,offset,1,2,1.0985276875,MWI
MWI.25_1,offset,1,2,1.0985276875,MWI
MWI.26_1,offset,1,2,1.0985276875,MWI
MWI.27_1,offset,1,2,1.0985276875,MWI
MWI.28_1,offset,1,2,1.0985276875,MWI
MWI.3_1,offset,1,2,1.0985276875,MWI
MWI.4_1,offset,1,2,1.0985276875,MWI
MWI.5_1,offset,1,2,1.0985276875,MWI
MWI.6_1,offset,1,2,1.0985276875,MWI
MWI.7_1,offset,1,2,1.0985276875,MWI
MWI.8_1,offset,1,2,1.0985276875,MWI
MWI.9_1,offset,1,2,1.0985276875,MWI
NER.1.1_1,mixture,2,9,1.4252598346855,NER
NER.1.2_1,mixture,2,9,1.40773251463725,NER
NER.1.3_1,mixture,2,9,1.408302472208,NER
NER.2.1_1,mixture,2,9,1.18950481509375,NER
NER.2.2_1,mixture,2,9,1.33701484132,NER
NER.2.3_1,mixture,2,9,1.8709457565,NER
NER.3.1_1,mixture,2,8,0.91551301109275,NER
NER.3.2_1,mixture,2,9,1.9075719325975,NER
NER.3.3_1,mixture,2,9,1.66522644223825,NER
NER.3.4_1,mixture,2,9,1.6850552475,NER
NER.3.5_1,mixture,2,9,0.959908945843,NER
NER.4.1_1,mixture,2,9,1.63858405785,NER
NER.4.2_1,mixture,2,9,1.9488243285,NER
NER.4.3_1,mixture,2,9,2.31305607275,NER
NER.4.4_1,mixture,2,9,1.48853381975,NER
NER.4.5_1,mixture,2,8,0.971300882575,NER
NER.4.6_1,mixture,2,9,1.169412125435,NER
NER.5.1_1,mixture,2,9,1.13240698303075,NER
NER.6.1_1,mixture,2,9,2.75119258,NER
NER.6.2_1,mixture,2,9,2.214571094,NER
NER.6.3_1,mixture,2,9,2.2139130965,NER
NER.6.4_1,mixture,2,9,1.478431474225,NER
NER.6.5_1,mixture,2,9,2.228535029,NER
NER.6.6_1,mixture,2,9,1.580504019575,NER
NER.6.7_1,mixture,2,9,1.568293329691,NER
NER.7.1_1,mixture,2,9,2.0971798158,NER
NER.7.2_1,mixture,2,9,1.73519340185,NER
NER.7.3_1,mixture,2,9,1.1355195846725,NER
NER.7.4_1,mixture,2,8,0.92829109061375,NER
NER.7.5_1,mixture,2,9,1.3805695267,NER
NER.7.6_1,mixture,2,9,0.924675161972,NER
NER.8.1_1,mixture,2,9,1.61792335491,NER
NER.8.2_1,mixture,2,9,1.36727771832,NER
NER.8.3_1,mixture,2,9,1.62949134395,NER
NER.8.4_1,mixture,2,9,1.28107862075,NER
NER.8.5_1,mixture,2,8,0.97464444408325,NER
NGA.1.1_1,mixture,2,6,1.38113008425,NGA
NGA.1.10_1,mixture,2,6,0.699615187489825,NGA
NGA.1.11_1,mixture,2,6,0.5918501942935,NGA
NGA.1.12_1,mixture,2,6,0.708421305745,NGA
NGA.1.13_1,mixture,2,6,0.60711157846925,NGA
NGA.1.14_1,mixture,2,7,0.55768699233127506,NGA
NGA.1.15_1,mixture,2,7,0.877366275525,NGA
NGA.1.16_1,mixture,2,6,1.071746668,NGA
NGA.1.17_1,mixture,2,6,0.7539139355875,NGA
NGA.1.2_1,mixture,2,7,0.8157559832,NGA
NGA.1.3_1,mixture,2,6,0.71748695654325,NGA
NGA.1.4_1,mixture,2,6,0.451605760975,NGA
NGA.1.5_1,mixture,2,6,0.651626377981025,NGA
NGA.1.6_1,mixture,2,6,1.2331395151875,NGA
NGA.1.7_1,mixture,2,6,0.63439806244825,NGA
NGA.1.8_1,mixture,2,6,1.01734492871,NGA
NGA.1.9_1,mixture,2,6,0.583998253165,NGA
NGA.10.1_1,mixture,2,6,0.68695378614925,NGA
NGA.10.10_1,mixture,2,6,0.613483897035,NGA
NGA.10.11_1,mixture,2,6,0.697654665832,NGA
NGA.10.12_1,mixture,2,6,0.6884909778715,NGA
NGA.10.13_1,mixture,2,6,0.670755466882,NGA
NGA.10.14_1,mixture,2,6,0.6494748991685,NGA
NGA.10.15_1,mixture,2,6,0.6010596150185,NGA
NGA.10.16_1,mixture,2,6,0.7205415002175,NGA
NGA.10.17_1,mixture,2,7,0.659752947985,NGA
NGA.10.18_1,mixture,2,7,0.7431813715325,NGA
NGA.10.19_1,mixture,2,7,0.54333802843125,NGA
NGA.10.2_1,mixture,2,7,0.6270676457125,NGA
NGA.10.20_1,mixture,2,7,0.6038723283675,NGA
NGA.10.21_1,mixture,2,7,0.59411275995925,NGA
NGA.10.22_1,mixture,2,7,0.5962396208275,NGA
NGA.10.23_1,mixture,2,6,0.93469843274,NGA
NGA.10.24_1,mixture,2,7,0.570557580426,NGA
NGA.10.25_1,mixture,2,7,0.736398785395,NGA
NGA.10.3_1,mixture,2,7,0.6100834482945,NGA
NGA.10.4_1,mixture,2,7,0.5907776440225,NGA
NGA.10.5_1,mixture,2,7,0.684157502045,NGA
NGA.10.6_1,mixture,2,7,0.5559957537725,NGA
NGA.10.7_1,mixture,2,7,0.61596880091125,NGA
NGA.10.8_1,mixture,2,7,0.5942478726475,NGA
NGA.10.9_1,mixture,2,7,0.62153766652475,NGA
NGA.11.1_1,mixture,2,6,1.0142371356825,NGA
NGA.11.10_1,mixture,2,7,0.4179860629765,NGA
NGA.11.11_1,mixture,2,7,0.610790853827,NGA
NGA.11.12_1,mixture,2,1,0.6592965224198,NGA
NGA.11.13_1,mixture,2,7,0.6671917209525,NGA
NGA.11.2_1,mixture,2,7,0.8524144719525,NGA
NGA.11.3_1,mixture,2,6,0.543569129098,NGA
NGA.11.4_1,mixture,2,1,0.8714346791415,NGA
NGA.11.5_1,mixture,2,6,1.0528060281175,NGA
NGA.11.6_1,mixture,2,6,1.0017767993525,NGA
NGA.11.7_1,mixture,2,6,0.97117153962325,NGA
NGA.11.8_1,mixture,2,6,0.8901262083975,NGA
NGA.11.9_1,mixture,2,6,0.84512882826155,NGA
NGA.12.1_1,mixture,2,6,0.63311769872,NGA
NGA.12.10_1,mixture,2,6,0.626121179405,NGA
NGA.12.11_1,mixture,2,6,0.642902482456025,NGA
NGA.12.12_1,mixture,2,1,0.630512807067375,NGA
NGA.12.13_1,mixture,2,6,0.6428317984415,NGA
NGA.12.14_1,mixture,2,6,0.5568538549575,NGA
NGA.12.15_1,mixture,2,6,0.6399156497175,NGA
NGA.12.16_1,mixture,2,6,0.619191368604,NGA
NGA.12.17_1,mixture,2,7,0.44679875061,NGA
NGA.12.18_1,mixture,2,7,0.5626340837885,NGA
