gid,variant,run_level,peak_month,peak_val,country
NGA.12.2_1,mixture,2,6,0.717856966909025,NGA
NGA.12.3_1,mixture,2,7,0.5727408691405,NGA
NGA.12.4_1,mixture,2,7,0.59471272310675,NGA
NGA.12.5_1,mixture,2,7,0.599461133812,NGA
NGA.12.6_1,mixture,2,7,0.6145085783805,NGA
NGA.12.7_1,mixture,2,7,0.617723114965,NGA
NGA.12.8_1,mixture,2,7,0.60195211582275,NGA
NGA.12.9_1,mixture,2,7,0.66035822404375,NGA
NGA.13.1_1,mixture,2,7,0.89877375525,NGA
NGA.13.10_1,mixture,2,7,0.63783148934,NGA
NGA.13.11_1,mixture,2,7,0.71313018169,NGA
NGA.13.12_1,mixture,2,7,0.66738641936575,NGA
NGA.13.13_1,mixture,2,7,0.61794709320825,NGA
NGA.13.14_1,mixture,2,7,0.57670142868175,NGA
NGA.13.15_1,mixture,2,7,0.6844636016275,NGA
NGA.13.16_1,mixture,2,7,0.6645290374755,NGA
NGA.13.2_1,mixture,2,7,0.6406657559655,NGA
NGA.13.3_1,mixture,2,7,1.0293947575,NGA
NGA.13.4_1,mixture,2,7,0.60341811034,NGA
NGA.13.5_1,mixture,2,6,1.11436625741,NGA
NGA.13.6_1,mixture,2,7,0.66245171649,NGA
NGA.13.7_1,mixture,2,7,0.607732860726,NGA
NGA.13.8_1,mixture,2,7,0.57958296619875,NGA
NGA.13.9_1,mixture,2,7,0.599340150995,NGA
NGA.14.1_1,mixture,2,7,0.543354009925,NGA
NGA.14.10_1,mixture,2,6,0.6483606401423,NGA
NGA.14.11_1,mixture,2,6,0.6317320526005,NGA
NGA.14.12_1,mixture,2,6,0.6373593256365,NGA
NGA.14.13_1,mixture,2,7,0.54616588817975,NGA
NGA.14.14_1,mixture,2,7,0.5682231436975,NGA
NGA.14.15_1,mixture,2,7,0.647861844551,NGA
NGA.14.16_1,mixture,2,7,0.62197700269025,NGA
NGA.14.17_1,mixture,2,7,0.582907956325,NGA
NGA.14.2_1,mixture,2,6,0.80749413841475,NGA
NGA.14.3_1,mixture,2,6,0.528707939765,NGA
NGA.14.4_1,mixture,2,1,0.5872846542348,NGA
NGA.14.5_1,mixture,2,7,0.5176215588275,NGA
NGA.14.6_1,mixture,2,7,0.76047077822325,NGA
NGA.14.7_1,mixture,2,7,0.625037893611,NGA
NGA.14.8_1,mixture,2,7,0.701619024135,NGA
NGA.14.9_1,mixture,2,7,0.63062339053025,NGA
NGA.15.1_1,mixture,2,7,0.840949743955,NGA
NGA.15.2_1,mixture,2,6,1.285274374,NGA
NGA.15.3_1,mixture,2,7,0.92555982034,NGA
NGA.15.4_1,mixture,2,9,1.29861748206375,NGA
NGA.15.5_1,mixture,2,9,1.10242285916225,NGA
NGA.15.6_1,mixture,2,9,1.535751771745,NGA
NGA.16.1_1,mixture,2,9,1.32934410704125,NGA
NGA.16.10_1,mixture,2,9,1.18868224240325,NGA
NGA.16.11_1,mixture,2,9,1.865954471025,NGA
NGA.16.2_1,mixture,2,6,1.130808045825,NGA
NGA.16.3_1,mixture,2,7,0.833306192475,NGA
NGA.16.4_1,mixture,2,9,1.40139283664,NGA
NGA.16.5_1,mixture,2,9,0.9936996368525,NGA
NGA.16.6_1,mixture,2,9,2.00886616925,NGA
NGA.16.7_1,mixture,2,9,1.38390088575725,NGA
NGA.16.8_1,mixture,2,9,1.0244648539716,NGA
NGA.16.9_1,mixture,2,9,1.077345787975,NGA
NGA.17.1_1,mixture,2,7,0.61469579009225,NGA
NGA.17.10_1,mixture,2,7,0.95876771465,NGA
NGA.17.11_1,mixture,2,7,0.61003407462,NGA
NGA.17.12_1,mixture,2,7,0.592921184034,NGA
NGA.17.13_1,mixture,2,7,0.64610290139875,NGA
NGA.17.14_1,mixture,2,7,0.6576735542315,NGA
NGA.17.15_1,mixture,2,7,0.63715823203425,NGA
NGA.17.16_1,mixture,2,7,0.63199594232525,NGA
NGA.17.17_1,mixture,2,7,0.64105428445,NGA
NGA.17.18_1,mixture,2,7,0.6648283126875,NGA
NGA.17.19_1,mixture,2,7,0.776822588419,NGA
NGA.17.2_1,mixture,2,7,0.55610535933715,NGA
NGA.17.20_1,mixture,2,7,0.61362101308250006,NGA
NGA.17.21_1,mixture,2,7,0.59059455057125,NGA
NGA.17.22_1,mixture,2,7,0.6602601119145,NGA
NGA.17.23_1,mixture,2,7,0.62548342000225,NGA
NGA.17.24_1,mixture,2,7,0.60995889808375,NGA
NGA.17.25_1,mixture,2,7,0.596300547092,NGA
NGA.17.26_1,mixture,2,7,0.54321301127475,NGA
NGA.17.27_1,mixture,2,7,0.6593117021175,NGA
NGA.17.3_1,mixture,2,7,0.6320809852,NGA
NGA.17.4_1,mixture,2,7,0.5887905219125,NGA
NGA.17.5_1,mixture,2,7,0.559224477305,NGA
NGA.17.6_1,mixture,2,7,0.66502685728525,NGA
NGA.17.7_1,mixture,2,7,0.61460839371,NGA
NGA.17.8_1,mixture,2,7,0.65157295852705,NGA
NGA.17.9_1,mixture,2,7,0.6835624444675,NGA
NGA.18.1_1,mixture,2,9,1.15381475332,NGA
NGA.18.10_1,mixture,2,9,1.2970591136025,NGA
NGA.18.11_1,mixture,2,9,1.35385681146,NGA
NGA.18.12_1,mixture,2,9,1.00130263603525,NGA
NGA.18.13_1,mixture,2,7,0.4657353050994,NGA
NGA.18.14_1,mixture,2,9,1.131558482945,NGA
NGA.18.15_1,mixture,2,9,0.8921615989655,NGA
NGA.18.16_1,mixture,2,9,0.80879363284175,NGA
NGA.18.17_1,mixture,2,9,1.118505574894,NGA
NGA.18.18_1,mixture,2,9,1.16631360860075,NGA
NGA.18.19_1,mixture,2,9,0.94332107226175,NGA
NGA.18.2_1,mixture,2,9,1.00013035967,NGA
NGA.18.20_1,mixture,2,9,1.219003464693725,NGA
NGA.18.21_1,mixture,2,7,0.72588449991825,NGA
NGA.18.22_1,mixture,2,9,1.1788847724875,NGA
NGA.18.23_1,mixture,2,7,0.711701949326,NGA
NGA.18.24_1,mixture,2,9,0.89294098555775,NGA
NGA.18.25_1,mixture,2,7,0.7909894485175,NGA
NGA.18.26_1,mixture,2,9,1.534755353925,NGA
NGA.18.27_1,mixture,2,7,0.65926234932045,NGA
NGA.18.3_1,mixture,2,9,0.824535430077,NGA
NGA.18.4_1,mixture,2,9,1.2187144737355,NGA
NGA.18.5_1,mixture,2,9,0.93256152740225,NGA
NGA.18.6_1,mixture,2,9,1.5840895290325,NGA
NGA.18.7_1,mixture,2,9,0.7025176481065,NGA
NGA.18.8_1,mixture,2,9,1.0945666343775,NGA
NGA.18.9_1,mixture,2,7,0.73473254808475,NGA
NGA.19.1_1,mixture,2,9,1.2977447581575,NGA
NGA.19.10_1,mixture,2,9,1.244960433575,NGA
NGA.19.11_1,mixture,2,7,0.992254045225,NGA
NGA.19.12_1,mixture,2,7,0.7434120657125,NGA
NGA.19.13_1,mixture,2,7,0.63001651987625,NGA
NGA.19.14_1,mixture,2,7,0.7217123760525,NGA
NGA.19.15_1,mixture,2,9,1.4020309444525,NGA
NGA.19.16_1,mixture,2,9,1.30774743356825,NGA
NGA.19.17_1,mixture,2,9,1.45732432486,NGA
NGA.19.18_1,mixture,2,9,1.41733951521,NGA
NGA.19.19_1,mixture,2,7,0.66164961268725,NGA
NGA.19.2_1,mixture,2,7,0.979659032675,NGA
NGA.19.20_1,mixture,2,7,0.7683431438,NGA
NGA.19.21_1,mixture,2,6,1.14881020425,NGA
NGA.19.22_1,mixture,2,7,1.135868724,NGA
NGA.19.23_1,mixture,2,9,1.4105189351225,NGA
NGA.19.3_1,mixture,2,9,1.50988013223,NGA
NGA.19.4_1,mixture,2,7,1.152231252,NGA
NGA.19.5_1,mixture,2,7,1.1902777455,NGA
NGA.19.6_1,mixture,2,7,0.6555826170045,NGA
NGA.19.7_1,mixture,2,7,0.8085249160675,NGA
NGA.19.8_1,mixture,2,7,0.8230997821,NGA
NGA.19.9_1,mixture,2,6,1.1108901315,NGA
NGA.2.1_1,mixture,2,7,0.88860132875,NGA
NGA.2.10_1,mixture,2,9,1.5753329487575,NGA
NGA.2.11_1,mixture,2,6,1.22311979475,NGA
NGA.2.12_1,mixture,2,7,0.7457283941,NGA
NGA.2.13_1,mixture,2,7,0.8978938,NGA
NGA.2.14_1,mixture,2,6,1.33886841575,NGA
NGA.2.15_1,mixture,2,6,1.3822532845,NGA
NGA.2.16_1,mixture,2,7,0.64808767730825,NGA
NGA.2.17_1,mixture,2,9,0.767406428883,NGA
NGA.2.18_1,mixture,2,7,0.6065360584315,NGA
NGA.2.19_1,mixture,2,7,0.7578270715095,NGA
NGA.2.2_1,mixture,2,7,1.21181424455,NGA
NGA.2.20_1,mixture,2,9,1.31391480738875,NGA
NGA.2.21_1,mixture,2,7,0.7254494855515,NGA
NGA.2.3_1,mixture,2,9,1.344202291935,NGA
NGA.2.4_1,mixture,2,9,1.3118506850725,NGA
NGA.2.5_1,mixture,2,7,0.909633614675,NGA
NGA.2.6_1,mixture,2,9,1.06765863068425,NGA
NGA.2.7_1,mixture,2,6,1.008124834725,NGA
NGA.2.8_1,mixture,2,7,0.7243793263675,NGA
NGA.2.9_1,mixture,2,7,0.7770206893575,NGA
NGA.20.1_1,mixture,2,9,1.06809930846075,NGA
NGA.20.10_1,mixture,2,1,0.438979230095725,NGA
NGA.20.11_1,mixture,2,9,1.159981276955,NGA
NGA.20.12_1,mixture,2,7,0.45460995601800003,NGA
NGA.20.13_1,mixture,2,7,0.846920219825,NGA
NGA.20.14_1,mixture,2,7,0.992430960875,NGA
NGA.20.15_1,mixture,2,7,0.92681878475,NGA
NGA.20.16_1,mixture,2,7,0.78986494725,NGA
NGA.20.17_1,mixture,2,1,0.74918940932275,NGA
NGA.20.18_1,mixture,2,7,0.908268816025,NGA
NGA.20.19_1,mixture,2,9,1.1484127252225,NGA
NGA.20.2_1,mixture,2,7,0.810597866225,NGA
NGA.20.20_1,mixture,2,7,0.9888600471,NGA
NGA.20.21_1,mixture,2,7,0.96817413955,NGA
NGA.20.22_1,mixture,2,9,1.350349180679025,NGA
NGA.20.23_1,mixture,2,9,0.87890009707025,NGA
NGA.20.24_1,mixture,2,6,1.093160911725,NGA
NGA.20.25_1,mixture,2,7,0.73186044217,NGA
NGA.20.26_1,mixture,2,9,1.11273790036575,NGA
NGA.20.27_1,mixture,2,7,0.766799877065,NGA
NGA.20.28_1,mixture,2,7,0.9142510703,NGA
NGA.20.29_1,mixture,2,7,0.7645224577925,NGA
NGA.20.3_1,mixture,2,9,1.33511610550175,NGA
NGA.20.30_1,mixture,2,7,0.515852169322225,NGA
NGA.20.31_1,mixture,2,9,0.51817152093,NGA
NGA.20.32_1,mixture,2,9,1.0866085895025,NGA
NGA.20.33_1,mixture,2,9,1.4959270239649,NGA
NGA.20.34_1,mixture,2,9,1.295335810062,NGA
NGA.20.35_1,mixture,2,7,0.78890522715,NGA
NGA.20.36_1,mixture,2,9,1.26609635638975,NGA
NGA.20.37_1,mixture,2,7,0.8985661947655,NGA
NGA.20.38_1,mixture,2,1,0.5045034518175,NGA
NGA.20.39_1,mixture,2,1,0.48731359443350003,NGA
NGA.20.4_1,mixture,2,9,1.52531638501325,NGA
NGA.20.40_1,mixture,2,9,0.81688363437975,NGA
NGA.20.41_1,mixture,2,9,1.2793830819915,NGA
NGA.20.42_1,mixture,2,7,0.559358504809,NGA
NGA.20.43_1,mixture,2,9,0.81022622717325,NGA
NGA.20.44_1,mixture,2,9,1.362598815785,NGA
NGA.20.5_1,mixture,2,7,0.98349997,NGA
NGA.20.6_1,mixture,2,9,1.1629798439175,NGA
NGA.20.7_1,mixture,2,9,0.562727924195,NGA
NGA.20.8_1,mixture,2,9,1.34201170217,NGA
NGA.20.9_1,mixture,2,7,0.71007862295625,NGA
NGA.21.1_1,mixture,2,9,0.66403157613675,NGA
NGA.21.10_1,mixture,2,9,0.8171724112505,NGA
NGA.21.11_1,mixture,2,9,0.97616201333075,NGA
NGA.21.12_1,mixture,2,9,0.889902242778425,NGA
NGA.21.13_1,mixture,2,9,1.4685273514725,NGA
NGA.21.14_1,mixture,2,9,1.7108996662425,NGA
NGA.21.15_1,mixture,2,9,2.2113540156,NGA
NGA.21.16_1,mixture,2,9,1.5593420689975,NGA
NGA.21.17_1,mixture,2,9,1.384352888595,NGA
NGA.21.18_1,mixture,2,9,1.4891337276025,NGA
NGA.21.19_1,mixture,2,9,1.42061826358,NGA
NGA.21.2_1,mixture,2,9,1.3467209127446,NGA
NGA.21.20_1,mixture,2,9,2.462466846225,NGA
NGA.21.21_1,mixture,2,9,1.979810182,NGA
NGA.21.22_1,mixture,2,9,2.1733418645,NGA
NGA.21.23_1,mixture,2,9,1.009395535475,NGA
NGA.21.24_1,mixture,2,9,1.493579113055,NGA
NGA.21.25_1,mixture,2,9,0.79712503188265,NGA
NGA.21.26_1,mixture,2,9,1.522294714915,NGA
NGA.21.27_1,mixture,2,9,1.169476091413,NGA
NGA.21.28_1,mixture,2,9,1.667776136075,NGA
NGA.21.29_1,mixture,2,9,1.759107623125,NGA
NGA.21.3_1,mixture,2,9,1.882689501475,NGA
NGA.21.30_1,mixture,2,9,1.793383715775,NGA
NGA.21.31_1,mixture,2,9,1.74989521706,NGA
NGA.21.32_1,mixture,2,9,2.133066328525,NGA
NGA.21.33_1,mixture,2,9,1.8099342905825,NGA
NGA.21.34_1,mixture,2,9,1.94198544205,NGA
NGA.21.4_1,mixture,2,9,1.62482706596,NGA
NGA.21.5_1,mixture,2,9,2.106754484175,NGA
NGA.21.6_1,mixture,2,9,1.717471231274,NGA
NGA.21.7_1,mixture,2,9,2.137037444,NGA
NGA.21.8_1,mixture,2,9,1.6229155915175,NGA
NGA.21.9_1,mixture,2,9,2.10491853355,NGA
NGA.22.1_1,mixture,2,9,1.4242981242675,NGA
NGA.22.10_1,mixture,2,9,1.95101697535,NGA
NGA.22.11_1,mixture,2,9,2.0909135227,NGA
NGA.22.12_1,mixture,2,9,2.3053309155,NGA
NGA.22.13_1,mixture,2,9,1.61406386767,NGA
NGA.22.14_1,mixture,2,9,2.04512293,NGA
NGA.22.15_1,mixture,2,9,2.34952211375,NGA
NGA.22.16_1,mixture,2,9,1.542584277875,NGA
NGA.22.17_1,mixture,2,9,2.110626382,NGA
NGA.22.18_1,mixture,2,9,2.30805832275,NGA
NGA.22.19_1,mixture,2,9,1.7280143627425,NGA
NGA.22.2_1,mixture,2,9,2.09459887041075,NGA
NGA.22.20_1,mixture,2,9,2.307636431375,NGA
NGA.22.21_1,mixture,2,9,1.906543865475,NGA
NGA.22.3_1,mixture,2,9,1.4384596679905,NGA
NGA.22.4_1,mixture,2,9,1.13558148251,NGA
NGA.22.5_1,mixture,2,7,0.6761281953725,NGA
NGA.22.6_1,mixture,2,9,1.48037081989975,NGA
NGA.22.7_1,mixture,2,7,0.8093267906875,NGA
NGA.22.8_1,mixture,2,7,0.554276113955,NGA
NGA.22.9_1,mixture,2,7,0.5938264727966,NGA
NGA.23.1_1,mixture,2,7,0.585528715782,NGA
NGA.23.10_1,mixture,2,7,0.71736198653,NGA
NGA.23.11_1,mixture,2,7,0.5390198801665,NGA
NGA.23.12_1,mixture,2,6,0.806115525925,NGA
NGA.23.13_1,mixture,2,7,0.57250048774775,NGA
NGA.23.14_1,mixture,2,7,0.6739626233775,NGA
NGA.23.15_1,mixture,2,7,0.670131799075,NGA
NGA.23.16_1,mixture,2,7,0.68690920580625,NGA
NGA.23.17_1,mixture,2,7,0.64156746523975,NGA
NGA.23.18_1,mixture,2,7,0.676591565725,NGA
NGA.23.19_1,mixture,2,7,0.61730920578125,NGA
NGA.23.2_1,mixture,2,7,0.552873892525,NGA
NGA.23.20_1,mixture,2,7,0.588465847457125,NGA
NGA.23.21_1,mixture,2,6,1.0682338013075,NGA
NGA.23.3_1,mixture,2,7,0.816614343555,NGA
NGA.23.4_1,mixture,2,9,1.2959732939325,NGA
NGA.23.5_1,mixture,2,7,0.69461389197,NGA
NGA.23.6_1,mixture,2,7,0.65871333840325,NGA
NGA.23.7_1,mixture,2,9,0.806955800832625,NGA
NGA.23.8_1,mixture,2,7,0.70100106882175,NGA
NGA.23.9_1,mixture,2,7,0.65830954633,NGA
NGA.24.1_1,mixture,2,6,0.8534914902375,NGA
NGA.24.10_1,mixture,2,7,0.706778132025,NGA
NGA.24.11_1,mixture,2,7,0.664051789815,NGA
NGA.24.12_1,mixture,2,6,1.0316072124875,NGA
NGA.24.13_1,mixture,2,7,0.6760166847275,NGA
NGA.24.14_1,mixture,2,9,1.048024458922,NGA
NGA.24.15_1,mixture,2,7,0.71071688617,NGA
NGA.24.16_1,mixture,2,7,0.6429426111289,NGA
NGA.24.2_1,mixture,2,7,0.6313078115025,NGA
NGA.24.3_1,mixture,2,7,0.7663324011375,NGA
NGA.24.4_1,mixture,2,7,0.662164421655,NGA
NGA.24.5_1,mixture,2,9,1.76190547415025,NGA
NGA.24.6_1,mixture,2,9,1.47013475700075,NGA
NGA.24.7_1,mixture,2,6,1.3177205585,NGA
NGA.24.8_1,mixture,2,6,1.28197739695,NGA
NGA.24.9_1,mixture,2,9,1.5483111345425,NGA
NGA.25.1_1,mixture,2,9,1.49217050207,NGA
NGA.25.10_1,mixture,2,9,1.6332308045,NGA
NGA.25.11_1,mixture,2,9,1.5299496151075,NGA
NGA.25.12_1,mixture,2,9,1.24008455447025,NGA
NGA.25.13_1,mixture,2,9,0.887158757465155,NGA
NGA.25.14_1,mixture,2,9,1.9278797744,NGA
NGA.25.15_1,mixture,2,9,2.095820028,NGA
NGA.25.16_1,mixture,2,9,1.40377341327875,NGA
NGA.25.17_1,mixture,2,9,1.638468064095,NGA
NGA.25.18_1,mixture,2,9,1.810081573,NGA
NGA.25.19_1,mixture,2,9,2.14714910135,NGA
NGA.25.2_1,mixture,2,9,1.391872678012,NGA
NGA.25.20_1,mixture,2,9,1.244375822687,NGA
NGA.25.3_1,mixture,2,9,1.667063995475,NGA
NGA.25.4_1,mixture,2,9,1.8508855098,NGA
NGA.25.5_1,mixture,2,9,1.45426690844475,NGA
NGA.25.6_1,mixture,2,9,1.69348379983,NGA
NGA.25.7_1,mixture,2,7,0.711637994445,NGA
NGA.25.8_1,mixture,2,9,0.9926191822628,NGA
NGA.25.9_1,mixture,2,7,0.633642886415025,NGA
NGA.26.1_1,mixture,2,7,0.67160907976,NGA
NGA.26.10_1,mixture,2,7,0.692500371815,NGA
NGA.26.11_1,mixture,2,9,1.27372927398,NGA
NGA.26.12_1,mixture,2,7,0.67569360661425,NGA
NGA.26.13_1,mixture,2,9,1.2339023177555,NGA
NGA.26.2_1,mixture,2,7,0.796732912755,NGA
NGA.26.3_1,mixture,2,9,1.13723695757175,NGA
NGA.26.4_1,mixture,2,9,0.92242865987675,NGA
NGA.26.5_1,mixture,2,7,0.69374189163225,NGA
NGA.26.6_1,mixture,2,7,0.8934948697925,NGA
NGA.26.7_1,mixture,2,9,1.462770963575,NGA
NGA.26.8_1,mixture,2,9,0.976504319534,NGA
NGA.26.9_1,mixture,2,7,0.65125756876375,NGA
NGA.27.1_1,mixture,2,9,1.54304661627,NGA
NGA.27.10_1,mixture,2,7,0.812902867975,NGA
NGA.27.11_1,mixture,2,9,1.3756106414075,NGA
NGA.27.12_1,mixture,2,9,1.367525407685,NGA
NGA.27.13_1,mixture,2,9,1.621306116475,NGA
NGA.27.14_1,mixture,2,9,1.5402320988175,NGA
NGA.27.15_1,mixture,2,9,1.2401531660775,NGA
NGA.27.16_1,mixture,2,9,1.4450776513575,NGA
NGA.27.17_1,mixture,2,7,0.66477865907775,NGA
NGA.27.18_1,mixture,2,9,0.98886170824875,NGA
NGA.27.19_1,mixture,2,9,0.93594513470465,NGA
NGA.27.2_1,mixture,2,9,1.735704635575,NGA
NGA.27.20_1,mixture,2,9,0.75321085055775,NGA
NGA.27.21_1,mixture,2,7,0.78261220045,NGA
NGA.27.22_1,mixture,2,7,0.7439818700715,NGA
NGA.27.23_1,mixture,2,7,0.5965099134565,NGA
NGA.27.24_1,mixture,2,7,0.6765167142787,NGA
NGA.27.25_1,mixture,2,9,1.11782349294425,NGA
NGA.27.3_1,mixture,2,9,1.4375351693125,NGA
NGA.27.4_1,mixture,2,9,0.724584853899,NGA
NGA.27.5_1,mixture,2,9,1.6261168625475,NGA
NGA.27.6_1,mixture,2,7,0.51892198222735,NGA
NGA.27.7_1,mixture,2,7,0.7481645070925,NGA
NGA.27.8_1,mixture,2,9,1.6403082751575,NGA
NGA.27.9_1,mixture,2,9,1.2728973564484,NGA
NGA.28.1_1,mixture,2,9,0.859885731336,NGA
NGA.28.10_1,mixture,2,9,0.920881116159075,NGA
NGA.28.11_1,mixture,2,9,1.14050574049925,NGA
NGA.28.12_1,mixture,2,9,1.0323680497125,NGA
NGA.28.13_1,mixture,2,9,0.93101728790375,NGA
NGA.28.14_1,mixture,2,9,0.928861774722925,NGA
NGA.28.15_1,mixture,2,9,0.97610124569925,NGA
NGA.28.16_1,mixture,2,9,0.792749680857,NGA
NGA.28.17_1,mixture,2,7,0.6342894614925,NGA
NGA.28.18_1,mixture,2,9,0.921753199965,NGA
NGA.28.19_1,mixture,2,9,1.2534943466525,NGA
NGA.28.2_1,mixture,2,9,1.2146495901575,NGA
NGA.28.20_1,mixture,2,9,1.55303112623,NGA
NGA.28.3_1,mixture,2,9,0.973363258294675,NGA
NGA.28.4_1,mixture,2,9,1.50023257287375,NGA
NGA.28.5_1,mixture,2,9,1.043257398657,NGA
NGA.28.6_1,mixture,2,9,0.873666268842275,NGA
NGA.28.7_1,mixture,2,9,0.81443669132075,NGA
NGA.28.8_1,mixture,2,9,1.11869797510125,NGA
NGA.28.9_1,mixture,2,9,1.281058456205,NGA
NGA.29.1_1,mixture,2,7,0.6288312352075,NGA
NGA.29.10_1,mixture,2,7,0.5897908367065,NGA
NGA.29.11_1,mixture,2,7,0.56931933809125,NGA
NGA.29.12_1,mixture,2,7,0.647071201328,NGA
NGA.29.13_1,mixture,2,7,0.7160305234075,NGA
NGA.29.14_1,mixture,2,7,0.4660539210435,NGA
NGA.29.15_1,mixture,2,7,0.6650485537305,NGA
NGA.29.16_1,mixture,2,7,0.6706216766275,NGA
NGA.29.17_1,mixture,2,6,0.59853522674225,NGA
NGA.29.18_1,mixture,2,7,0.60231553283725,NGA
NGA.29.2_1,mixture,2,7,0.59946648018,NGA
NGA.29.3_1,mixture,2,7,0.63415144124025,NGA
NGA.29.4_1,mixture,2,7,0.62789002105,NGA
NGA.29.5_1,mixture,2,6,0.89362014281925,NGA
NGA.29.6_1,mixture,2,7,0.58949656659325,NGA
NGA.29.7_1,mixture,2,6,0.715388963305,NGA
NGA.29.8_1,mixture,2,7,0.56639403145975,NGA
NGA.29.9_1,mixture,2,7,0.6483744573275,NGA
NGA.3.1_1,mixture,2,9,0.857050438339225,NGA
NGA.3.10_1,mixture,2,7,0.65852126480175,NGA
NGA.3.11_1,mixture,2,7,0.6362672219375,NGA
NGA.3.12_1,mixture,2,7,0.6554395481335,NGA
NGA.3.13_1,mixture,2,7,0.595576284708,NGA
NGA.3.14_1,mixture,2,7,0.68995313330475,NGA
NGA.3.15_1,mixture,2,7,0.6603215399775,NGA
NGA.3.16_1,mixture,2,7,0.688470288144,NGA
NGA.3.17_1,mixture,2,7,0.6294235577255,NGA
NGA.3.18_1,mixture,2,7,0.718083602525,NGA
NGA.3.19_1,mixture,2,7,0.792108029575,NGA
NGA.3.2_1,mixture,2,9,0.687150185449,NGA
NGA.3.20_1,mixture,2,7,0.6637175264175,NGA
NGA.3.21_1,mixture,2,9,0.87869808562025,NGA
NGA.3.22_1,mixture,2,9,0.8588815794525,NGA
NGA.3.23_1,mixture,2,9,1.0352209824215,NGA
NGA.3.24_1,mixture,2,7,0.6459693256115,NGA
NGA.3.25_1,mixture,2,7,0.628592435315,NGA
NGA.3.26_1,mixture,2,9,0.9245141521025,NGA
NGA.3.27_1,mixture,2,7,0.6987027981075,NGA
NGA.3.28_1,mixture,2,7,0.6033521009985,NGA
NGA.3.29_1,mixture,2,9,0.72345899437575,NGA
NGA.3.3_1,mixture,2,7,0.6682068807575,NGA
NGA.3.30_1,mixture,2,9,0.66594825249075,NGA
NGA.3.31_1,mixture,2,9,0.8603443384959,NGA
NGA.3.4_1,mixture,2,7,0.637701219436,NGA
NGA.3.5_1,mixture,2,7,0.65812478898175,NGA
NGA.3.6_1,mixture,2,7,0.64549630563375,NGA
NGA.3.7_1,mixture,2,9,0.6596760646495,NGA
NGA.3.8_1,mixture,2,9,0.78216792044785,NGA
NGA.3.9_1,mixture,2,7,0.67800563150025,NGA
NGA.30.1_1,mixture,2,7,0.6772741078075,NGA
NGA.30.10_1,mixture,2,9,1.0065392303595,NGA
NGA.30.11_1,mixture,2,9,0.9065829462225,NGA
NGA.30.12_1,mixture,2,9,1.8539761339,NGA
NGA.30.13_1,mixture,2,9,1.3301965788075,NGA
NGA.30.14_1,mixture,2,9,1.4252923728125,NGA
NGA.30.15_1,mixture,2,9,1.4109419723525,NGA
NGA.30.16_1,mixture,2,9,1.042552998332,NGA
NGA.30.17_1,mixture,2,9,1.09094490267455,NGA
NGA.30.18_1,mixture,2,9,1.4893113511875,NGA
NGA.30.19_1,mixture,2,9,1.08784687131825,NGA
NGA.30.2_1,mixture,2,9,1.14464573025025,NGA
NGA.30.20_1,mixture,2,9,1.08269706455575,NGA
NGA.30.21_1,mixture,2,9,0.959237829329,NGA
NGA.30.22_1,mixture,2,9,0.9532562320115,NGA
NGA.30.23_1,mixture,2,9,1.123279803196,NGA
NGA.30.24_1,mixture,2,9,0.827267325375,NGA
NGA.30.25_1,mixture,2,9,0.8859945820295,NGA
NGA.30.26_1,mixture,2,9,1.08562520796975,NGA
NGA.30.27_1,mixture,2,9,0.808414072804,NGA
NGA.30.28_1,mixture,2,9,0.919143240608125,NGA
NGA.30.29_1,mixture,2,9,1.0349884294525,NGA
NGA.30.3_1,mixture,2,9,1.086360383728375,NGA
NGA.30.30_1,mixture,2,9,1.09264685626475,NGA
NGA.30.4_1,mixture,2,9,1.27590384386825,NGA
NGA.30.5_1,mixture,2,9,1.02184628597275,NGA
NGA.30.6_1,mixture,2,7,0.7011422772975,NGA
NGA.30.7_1,mixture,2,9,1.632142416275,NGA
NGA.30.8_1,mixture,2,9,1.21874698512225,NGA
NGA.30.9_1,mixture,2,9,1.174349569660375,NGA
NGA.31.1_1,mixture,2,9,0.794421485359,NGA
NGA.31.10_1,mixture,2,9,0.85225622812,NGA
NGA.31.11_1,mixture,2,9,1.058958885526,NGA
NGA.31.12_1,mixture,2,7,0.71543013436075,NGA
NGA.31.13_1,mixture,2,9,0.87008405810375,NGA
NGA.31.14_1,mixture,2,9,1.7232207525575,NGA
NGA.31.15_1,mixture,2,9,1.5759312397225,NGA
NGA.31.16_1,mixture,2,7,0.633397368706,NGA
NGA.31.17_1,mixture,2,9,1.1704992576,NGA
NGA.31.18_1,mixture,2,7,0.7163444271645,NGA
NGA.31.19_1,mixture,2,9,1.1140852073075,NGA
NGA.31.2_1,mixture,2,9,1.329792740836,NGA
NGA.31.20_1,mixture,2,9,0.9696257731085,NGA
NGA.31.21_1,mixture,2,9,0.9583110832325,NGA
NGA.31.22_1,mixture,2,7,0.66690698354425,NGA
NGA.31.23_1,mixture,2,9,1.001894493655,NGA
NGA.31.24_1,mixture,2,9,0.788992240886,NGA
NGA.31.25_1,mixture,2,9,1.1681741238235,NGA
NGA.31.26_1,mixture,2,9,1.5901394528,NGA
NGA.31.27_1,mixture,2,9,1.0308360997705,NGA
NGA.31.28_1,mixture,2,9,1.13604471355625,NGA
NGA.31.29_1,mixture,2,9,0.95424804044775,NGA
NGA.31.3_1,mixture,2,9,0.8539170027945,NGA
