variable,mean,q2.5,q25,q75,q97.5,gid,month,country,run_level,variant,identifier,time_left,time_right,median
"betas[13,11]",0.6824549449411764,0.09600808250000001,0.5044007500000001,0.868522,1.2591057499999998,COD.11.10_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.689613
"betas[14,11]",0.22035012686470587,-0.24973535000000002,0.05568935,0.38622775,0.697696275,COD.11.11_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.2176685
"betas[15,11]",0.46108723441764704,0.019628834999999997,0.32868575,0.6032735,0.9155945999999997,COD.11.12_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.4531885
"betas[16,11]",0.13670637227352941,-0.6924790000000001,-0.22992,0.4849705,0.9895123,COD.11.13_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.148006
"betas[17,11]",-0.054057735764705885,-0.58619105,-0.20145,0.11800474999999999,0.39069175,COD.11.14_1,11,COD,2,mixture,mean_annual_incidence,all,all,-0.04314465
"betas[18,11]",0.1227906971,-0.863883125,-0.31840525,0.5320529999999999,1.0954164999999998,COD.11.15_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.1310825
"betas[19,11]",-0.14475244008735294,-0.77650685,-0.3674735,0.04298785,0.5620837499999998,COD.11.16_1,11,COD,2,mixture,mean_annual_incidence,all,all,-0.126212
"betas[20,11]",0.4254471421235294,-0.139094675,0.2126685,0.6356405,0.9975534499999998,COD.11.17_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.4269465
"betas[21,11]",-0.06405059079411765,-0.6847697,-0.26037200000000005,0.1190775,0.5035287749999988,COD.11.18_1,11,COD,2,mixture,mean_annual_incidence,all,all,-0.0558109
"betas[22,11]",0.17412983297058823,-0.7337300250000001,-0.14347375,0.5016155,0.9853664499999996,COD.11.19_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.172983
"betas[23,11]",-0.035553253842647056,-0.7115205,-0.24922225,0.200824,0.5134340499999999,COD.11.2_1,11,COD,2,mixture,mean_annual_incidence,all,all,-0.026989350000000002
"betas[24,11]",0.2545712279176471,-0.722917425,-0.056691574999999994,0.59062,1.0034344249999996,COD.11.3_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.2940815
"betas[25,11]",0.3373564818235294,-0.5675165249999999,0.023595674999999997,0.6811659999999999,1.0883032499999992,COD.11.4_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.360028
"betas[26,11]",0.24143553738764706,-0.788489775,-0.17115575,0.6802964999999999,1.1249514999999999,COD.11.5_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.24666649999999998
"betas[27,11]",0.21335989392352941,-0.6162590000000001,-0.1028785,0.5339195,1.09927325,COD.11.6_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.2033815
"betas[28,11]",0.5373510172676471,-0.1920281,0.287593,0.8196582499999999,1.132873999999999,COD.11.7_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.5651485
"betas[29,11]",0.14892064972941177,-0.7145998499999999,-0.1632925,0.45748225,0.9953014249999999,COD.11.8_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.1453295
"betas[30,11]",-0.15076938629411765,-0.7832281750000001,-0.43514525000000004,0.106798,0.6184810249999982,COD.11.9_1,11,COD,2,mixture,mean_annual_incidence,all,all,-0.17054550000000002
"betas[31,11]",0.13496008745,-0.6702581249999999,-0.19706275,0.4395945,0.9327312749999999,COD.12.1_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.145762
"betas[32,11]",0.06480447006470588,-0.678199875,-0.24915824999999997,0.36765925,0.9370349999999998,COD.12.2_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.045911
"betas[33,11]",0.23285595798529413,-0.6964790249999999,-0.10335875,0.61248725,1.1415792499999986,COD.12.3_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.264042
"betas[34,11]",0.16485970920588236,-0.6441693,-0.14766875000000002,0.45444425,0.8551553249999997,COD.12.4_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.1878575
"betas[35,11]",0.17537783758529413,-0.749774025,-0.21797650000000002,0.5409537499999999,1.0813175,COD.12.5_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.1634825
"betas[36,11]",0.22089967130029411,-0.5436956000000001,-0.053708575,0.51468775,0.9616663249999997,COD.12.6_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.21049
"betas[37,11]",0.232274987,-0.786714175,-0.15568725,0.61850425,1.1644665,COD.12.7_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.2839235
"betas[38,11]",0.15488395279411765,-0.641600475,-0.19929775,0.5043015,1.02451625,COD.12.8_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.1350645
"betas[39,11]",0.3720675641882353,-0.316826525,0.15948675,0.59202825,0.9803140499999999,COD.13.1_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.3813475
"betas[40,11]",0.27899278388235293,-0.689604475,-0.089008225,0.6156725000000001,1.1425399999999999,COD.13.10_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.3475305
"betas[41,11]",0.2548678132352941,-0.7223126,-0.13709174999999998,0.63386875,1.1001917499999991,COD.13.11_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.26750799999999997
"betas[42,11]",0.210574246,-0.5824279750000001,-0.069321475,0.5050079999999999,0.978661275,COD.13.12_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.207203
"betas[43,11]",0.2994314281764706,-0.655051525,-0.04331937499999999,0.6858097500000001,1.1411794999999998,COD.13.13_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.3052665
"betas[44,11]",0.2235677524052941,-0.671009025,-0.0578357,0.52077575,0.9955158249999999,COD.13.2_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.2436875
"betas[45,11]",0.04897630823235294,-0.39216704999999996,-0.12831425,0.22060875,0.4698246999999999,COD.13.3_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.06987765
"betas[46,11]",0.11346320361764706,-0.737676425,-0.220564,0.42549525,0.9268947249999997,COD.13.4_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.1230765
"betas[47,11]",0.2586474075647059,-0.585835975,-0.04363235,0.59026525,1.0265749999999998,COD.13.5_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.31634399999999996
"betas[48,11]",0.05401312662647059,-0.693129375,-0.2812905,0.37029075,0.9382481249999997,COD.13.6_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.0342146
"betas[49,11]",0.236844666,-0.560042625,-0.1210695,0.58457925,1.0131794999999997,COD.13.7_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.275451
"betas[50,11]",0.5810222761764706,0.16428674999999998,0.421159,0.73648425,1.0068632499999999,COD.13.8_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.5771729999999999
"betas[51,11]",0.3838240384705882,-0.6562938,0.05275685,0.7560229999999999,1.1549289999999999,COD.13.9_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.4347995
"betas[52,11]",0.27230999514705884,-0.5569242,-0.009062190000000001,0.55368075,0.988958975,COD.14.1_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.298196
"betas[53,11]",0.2081518156470588,-0.7602227500000001,-0.10991825,0.563564,1.0581834999999988,COD.14.2_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.2171825
"betas[54,11]",0.21932033947058824,-0.61454005,-0.050422024999999995,0.48696550000000005,0.9974968749999997,COD.14.3_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.2497435
"betas[55,11]",0.192521246,-0.7088003250000001,-0.14539275,0.54727925,1.04434475,COD.14.4_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.2016735
"betas[56,11]",0.09108375790882353,-0.6966828250000001,-0.22542625,0.36756524999999995,0.9459864499999999,COD.14.5_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.0735037
"betas[57,11]",0.4218151572352941,-0.192615625,0.20017825,0.6171845,1.0295889999999999,COD.14.6_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.43736549999999996
"betas[58,11]",0.18127872435294118,-0.73097075,-0.119397,0.4890665,1.0009951499999998,COD.14.7_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.1698535
"betas[59,11]",0.26856729067941176,-0.54745835,-0.003508195,0.5827927500000001,1.0093282749999992,COD.14.8_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.2942985
"betas[60,11]",0.1315639932617647,-0.784596325,-0.24831,0.5070975,1.0818324999999998,COD.14.9_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.139878
"betas[61,11]",-0.2708081721176471,-0.689079075,-0.4394675,-0.11963125000000001,0.22070304999999954,COD.15.1_1,11,COD,2,mixture,mean_annual_incidence,all,all,-0.285294
"betas[62,11]",0.47256503011764706,0.037645075,0.30921475,0.63165975,0.9153939499999999,COD.15.2_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.4522155
"betas[63,11]",-0.01881981061764706,-0.770106975,-0.37925625,0.29504825,0.9329925249999999,COD.15.3_1,11,COD,2,mixture,mean_annual_incidence,all,all,-0.10116805000000001
"betas[64,11]",-0.1891832313235294,-0.9002323999999999,-0.5536775,0.1021812,0.8880530249999995,COD.15.4_1,11,COD,2,mixture,mean_annual_incidence,all,all,-0.28555200000000003
"betas[65,11]",0.20088738870588235,-0.480577225,-0.08846815000000001,0.4423055,0.9736852999999996,COD.15.5_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.2054265
"betas[66,11]",-0.5350253776470588,-0.9716523,-0.6626749999999999,-0.409085,-0.16643707500000007,COD.15.6_1,11,COD,2,mixture,mean_annual_incidence,all,all,-0.525552
"betas[67,11]",0.06710575,-0.6007308499999999,-0.23860150000000002,0.35482824999999996,0.86585535,COD.15.7_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.025381149999999998
"betas[68,11]",-0.38151528714705885,-0.9396115,-0.61165,-0.19501575,0.2908521499999999,COD.16.1_1,11,COD,2,mixture,mean_annual_incidence,all,all,-0.3954305
"betas[69,11]",0.4413753040588235,-0.23928567500000003,0.22900974999999998,0.67679925,1.0132507499999996,COD.16.10_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.4588965
"betas[70,11]",0.22892488805294117,-0.7278524500000001,-0.15755425,0.63049,1.1242787500000002,COD.16.11_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.26921249999999997
"betas[71,11]",0.2140484182647059,-0.6898956999999999,-0.0998797,0.56282925,1.02914975,COD.16.2_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.2346775
"betas[72,11]",0.5331784006470588,-0.142004425,0.311699,0.7872605,1.1328669999999994,COD.16.3_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.5476395000000001
"betas[73,11]",0.05789408388235294,-0.7811664249999999,-0.2492125,0.36171849999999994,0.8649061999999994,COD.16.4_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.046564049999999996
"betas[74,11]",0.12136988055882353,-0.671359925,-0.1542375,0.39013000000000003,0.9234854249999999,COD.16.5_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.1142495
"betas[75,11]",0.4957894165588235,-0.225062575,0.26197349999999997,0.784779,1.0986944999999997,COD.16.6_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.5447715
"betas[76,11]",-0.2618573757352941,-0.9276195999999999,-0.49731375,-0.0286577,0.4049934999999999,COD.16.7_1,11,COD,2,mixture,mean_annual_incidence,all,all,-0.2950305
"betas[77,11]",0.04662582923529412,-0.692564675,-0.26114024999999996,0.33973375,0.87700785,COD.16.8_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.0303048
"betas[78,11]",0.28523076780588236,-0.585643425,-0.0011541745000000002,0.59847575,1.0379914999999995,COD.16.9_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.31488700000000003
"betas[79,11]",0.7835671,0.42045842499999997,0.6436594999999999,0.9245895,1.1848842499999994,COD.17.1_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.788815
"betas[80,11]",0.3086375037,-0.48698932500000003,6.857195000000002e-4,0.6168480000000001,1.0773662499999999,COD.17.10_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.359701
"betas[81,11]",0.7609616465294118,0.08693695,0.59681775,0.96605525,1.2638992499999993,COD.17.11_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.8083990000000001
"betas[82,11]",0.8296576338235294,0.399443075,0.6992615,0.9751795,1.2074177499999998,COD.17.12_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.842681
"betas[83,11]",0.36977636158235294,-0.472286975,0.050091,0.70112425,1.144215249999999,COD.17.13_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.39197499999999996
"betas[84,11]",0.8013027294117647,0.47788445,0.6822057499999999,0.9018344999999999,1.1470927499999994,COD.17.2_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.8028765
"betas[85,11]",0.3893441409117647,-0.56303715,0.037846450000000004,0.772284,1.1736622499999991,COD.17.3_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.417658
"betas[86,11]",0.8818277617647059,0.416595825,0.7308865,1.0305600000000001,1.29242025,COD.17.4_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.895148
"betas[87,11]",0.3745823066176471,-0.6467565,0.052521399999999996,0.7526245,1.1512409999999997,COD.17.5_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.4171045
"betas[88,11]",0.33811223317058825,-0.442157525,0.06365615,0.65178,1.0286567500000001,COD.17.6_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.3557685
"betas[89,11]",0.6587889814705883,-0.1090188,0.422794,0.92907825,1.2529617499999999,COD.17.7_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.6764414999999999
"betas[90,11]",0.47201180435294116,-0.15126955000000003,0.29337650000000004,0.68497275,0.9821765499999997,COD.17.8_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.4966575
"betas[91,11]",0.1999302584117647,-0.59369015,-0.1097035,0.52317625,0.9721611249999995,COD.17.9_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.17589
"betas[92,11]",-0.08918370719411765,-0.5996233500000001,-0.2442705,0.071015175,0.37794359999999955,COD.18.1_1,11,COD,2,mixture,mean_annual_incidence,all,all,-0.047982849999999994
"betas[93,11]",-0.14149939304735293,-0.665757675,-0.32228675,0.05104014999999999,0.3323530249999993,COD.18.2_1,11,COD,2,mixture,mean_annual_incidence,all,all,-0.124459
"betas[94,11]",0.14656274264705882,-0.604485725,-0.1572035,0.437171,0.9632949499999995,COD.18.3_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.15415299999999998
"betas[95,11]",-0.003233375773529412,-0.529232425,-0.196602,0.172871,0.4599437499999998,COD.18.4_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.0036225650000000003
"betas[96,11]",0.038365397705882355,-0.8426100000000001,-0.36280325,0.42175224999999994,1.0161024999999992,COD.18.5_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.0175577
"betas[97,11]",0.19939601614705882,-0.688158675,-0.13133299999999998,0.54208375,1.064889249999999,COD.19.1_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.20516299999999998
"betas[98,11]",0.06857439105882353,-0.8150971499999999,-0.33991025,0.48967150000000004,0.9821909999999996,COD.19.10_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.08650225
"betas[99,11]",0.1951989829117647,-0.11455504999999999,0.090149275,0.30311350000000004,0.504148025,COD.19.11_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.1923915
"betas[100,11]",0.2920323899676471,-0.29588645,0.08022657500000001,0.48691175000000003,0.8887516749999995,COD.19.2_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.306052
"betas[101,11]",0.3780363732647059,0.048440815,0.268415,0.492714,0.6853700999999998,COD.19.3_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.38657450000000004
"betas[102,11]",-0.515812895,-0.91581125,-0.64958775,-0.3615195,-0.1364580000000003,COD.19.4_1,11,COD,2,mixture,mean_annual_incidence,all,all,-0.5289325
"betas[103,11]",0.43834341147058825,0.13221509999999997,0.32743249999999996,0.54117725,0.789094275,COD.19.5_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.431933
"betas[104,11]",0.6604041391764706,0.05617552249999999,0.48540775,0.8831495,1.2185414999999997,COD.19.6_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.662212
"betas[105,11]",-0.06586741345588236,-0.42012337499999997,-0.16148075,0.047872500000000005,0.2066911999999998,COD.19.7_1,11,COD,2,mixture,mean_annual_incidence,all,all,-0.0558997
"betas[106,11]",0.07575935082352941,-0.763465675,-0.28787124999999997,0.44289375000000003,1.058068,COD.19.8_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.032207849999999996
"betas[107,11]",0.09396643133529411,-0.21056785,0.01154447,0.197712,0.3529529499999997,COD.19.9_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.09947945
"betas[108,11]",0.2946737265235294,-0.613189925,0.018339124999999998,0.6142912500000001,1.121538,COD.2.1_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.296587
"betas[109,11]",0.20378812295220589,-0.5693893999999999,-0.109276,0.5510204999999999,0.9340521999999996,COD.2.2_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.2313355
"betas[110,11]",-0.10832826602941176,-0.8284009999999999,-0.37794300000000003,0.17437825,0.6275664999999995,COD.2.3_1,11,COD,2,mixture,mean_annual_incidence,all,all,-0.1375365
"betas[111,11]",0.13784415176470588,-0.6415440750000001,-0.15176025,0.4141945,0.9777845249999995,COD.2.4_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.14654
"betas[112,11]",-0.0825190553382353,-0.554141925,-0.24074299999999998,0.068763775,0.33178577499999995,COD.2.5_1,11,COD,2,mixture,mean_annual_incidence,all,all,-0.066024
"betas[113,11]",0.5188001133235294,-0.07122407250000001,0.35980199999999996,0.6910315,0.9993983249999999,COD.2.6_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.5433705
"betas[114,11]",0.2933658602352941,-0.3112032,0.090282575,0.483574,0.9092159249999998,COD.2.7_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.28961950000000003
"betas[115,11]",-0.16033887835882352,-0.65478255,-0.29563625,3.4603875000000005e-4,0.2286316749999999,COD.2.8_1,11,COD,2,mixture,mean_annual_incidence,all,all,-0.14705400000000002
"betas[116,11]",0.11333536103235294,-0.8022578,-0.23432475,0.482335,1.0164095,COD.2.9_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.09806024999999999
"betas[117,11]",0.3219502657852941,-0.4909719,0.047023249999999996,0.5958680000000001,1.0617262499999998,COD.20.1_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.354704
"betas[118,11]",0.23782226704117648,-0.50566025,-0.0042427635,0.49940675,0.8710859249999987,COD.20.2_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.2573225
"betas[119,11]",0.23042061060058824,-0.528841025,-0.018085675,0.48964325,0.9432826999999997,COD.20.3_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.23910399999999998
"betas[120,11]",0.3312940183117647,-0.562266725,0.0523236,0.672624,1.0963264999999995,COD.20.4_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.32785549999999997
"betas[121,11]",0.19072493540588234,-0.66007445,-0.12336525,0.5128025,0.959894249999999,COD.20.5_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.1905565
"betas[122,11]",0.13638960788235294,-0.6347712000000001,-0.10079625,0.38125725,0.80971405,COD.20.6_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.1546895
"betas[123,11]",0.2043834126529412,-0.67161565,-0.06725447500000001,0.48905375,0.9920534,COD.21.1_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.209758
"betas[124,11]",0.1854130992764706,-0.709944425,-0.151922,0.5850077499999999,1.04680925,COD.21.10_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.145245
"betas[125,11]",0.5096846529411765,-0.360701375,0.224251,0.79843,1.1871184999999995,COD.21.2_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.5793275
"betas[126,11]",0.443740892,-0.06617423750000001,0.285493,0.62175525,0.9323851999999999,COD.21.3_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.443703
"betas[127,11]",-0.2548251896588235,-0.9611666999999999,-0.49738249999999995,-0.010371672500000002,0.39091537499999995,COD.21.4_1,11,COD,2,mixture,mean_annual_incidence,all,all,-0.2644955
"betas[128,11]",0.14407967264705882,-0.65359585,-0.14297474999999998,0.4435065,0.9091948749999994,COD.21.5_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.1337575
"betas[129,11]",-0.4053646159088235,-0.9040857,-0.5723435,-0.23497500000000002,0.10087447999999989,COD.21.6_1,11,COD,2,mixture,mean_annual_incidence,all,all,-0.4112215
"betas[130,11]",0.2527596274117647,-0.5113440250000001,-0.061342375,0.560093,1.0336052499999997,COD.21.7_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.25724650000000004
"betas[131,11]",0.7649108967647059,0.15239445000000001,0.55101,0.98066075,1.2683062499999995,COD.21.8_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.8024685
"betas[132,11]",0.18704774785294118,-0.5456038000000001,-0.13161775,0.47027074999999996,0.9401849249999994,COD.21.9_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.19618400000000003
"betas[133,11]",0.3416592057941176,-0.566128725,0.046138575,0.6619647499999999,1.0872324999999992,COD.22.1_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.34126900000000004
"betas[134,11]",0.3362312567294118,-0.617472925,0.06524195,0.6320485,1.0591825000000001,COD.22.10_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.3720075
"betas[135,11]",0.0833389817,-0.24778735000000002,-0.020824175,0.19978275,0.3667678499999999,COD.22.11_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.0850563
"betas[136,11]",0.8229572329411765,0.19224845000000002,0.660531,1.0091075,1.2582364999999998,COD.22.12_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.8467560000000001
"betas[137,11]",-0.11011251235294117,-0.440622625,-0.222128,0.007943282500000001,0.23529827499999942,COD.22.13_1,11,COD,2,mixture,mean_annual_incidence,all,all,-0.1184155
"betas[138,11]",0.003562444352941176,-0.334516125,-0.10613025000000001,0.11493850000000001,0.31362182499999985,COD.22.2_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.008140015
"betas[139,11]",0.6046712529411765,0.287075925,0.48809274999999996,0.7071227499999999,0.9588416749999997,COD.22.3_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.5915684999999999
"betas[140,11]",0.295481209,-0.62787015,0.0236512,0.5922430000000001,1.0336979999999998,COD.22.4_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.3327725
"betas[141,11]",0.4536045288235294,0.1809478,0.33293400000000006,0.553713,0.8148463999999997,COD.22.5_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.43997600000000003
"betas[142,11]",0.7043878205882352,0.355334,0.5577557499999999,0.8429195,1.1189169999999993,COD.22.6_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.6835925
"betas[143,11]",0.3300630819282353,-0.5030189749999999,0.00642921,0.64942275,1.1098647499999994,COD.22.7_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.3722185
"betas[144,11]",0.5945151861764706,0.18314142500000002,0.43640725,0.726884,1.02389475,COD.22.8_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.5909675
"betas[145,11]",0.5889961949882353,-0.10238313500000004,0.35623775,0.835728,1.1446640000000001,COD.22.9_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.6191365
"betas[146,11]",0.2938906324117647,-0.24908457500000003,0.1263995,0.481793,0.7605380749999999,COD.23.1_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.303296
"betas[147,11]",0.31316326582352944,-0.5196174,0.06934449999999999,0.593974,1.0481254999999998,COD.23.2_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.30925
"betas[148,11]",0.30444671707058824,-0.51432385,0.00506608,0.597128,1.0279782499999994,COD.23.3_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.34869150000000004
"betas[149,11]",0.1743490071764706,-0.5738891500000001,-0.08364044999999999,0.42140325,0.9551924499999993,COD.23.4_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.1847515
"betas[150,11]",0.28057927945,-0.40972915,0.055462125,0.5307755000000001,0.9127685999999999,COD.23.5_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.29215199999999997
"betas[151,11]",-0.07593259464705883,-0.503520025,-0.2304395,0.08867339999999999,0.3821399499999998,COD.23.6_1,11,COD,2,mixture,mean_annual_incidence,all,all,-0.06871135
"betas[152,11]",0.6079735782352941,0.107824475,0.44836650000000006,0.7932364999999999,1.0610555000000002,COD.24.1_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.598582
"betas[153,11]",0.7291005411764706,0.305044525,0.60090825,0.85629325,1.1077904999999997,COD.24.10_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.73647
"betas[154,11]",0.7046911588235294,0.37029662499999993,0.5922515,0.8070785,1.0508539999999997,COD.24.2_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.7103044999999999
"betas[155,11]",0.7336038502941177,-0.27890107500000005,0.575672,0.99387625,1.2503347499999997,COD.24.3_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.821773
"betas[156,11]",0.3059338307352941,-0.6539792,0.019209575,0.613177,1.06533975,COD.24.4_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.34290350000000003
"betas[157,11]",1.0620856323529413,0.756,0.9414055,1.1755275,1.40430525,COD.24.5_1,11,COD,2,mixture,mean_annual_incidence,all,all,1.0613299999999999
"betas[158,11]",0.23129502120588236,-0.686643075,-0.114262,0.5963022499999999,1.0101362999999992,COD.24.6_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.238291
"betas[159,11]",0.7016869470588235,0.3372825,0.5540857499999999,0.84342475,1.1050387499999998,COD.24.7_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.6846760000000001
"betas[160,11]",0.22396741898058822,-0.739195425,-0.18135774999999998,0.6292137499999999,1.2248899999999998,COD.24.8_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.1857875
"betas[161,11]",-0.09865731985294118,-0.445697075,-0.23490125,0.02376615,0.35848654999999924,COD.24.9_1,11,COD,2,mixture,mean_annual_incidence,all,all,-0.11679200000000001
"betas[162,11]",-0.024398647738235295,-0.7135505500000001,-0.302437,0.23461949999999998,0.7412090249999999,COD.25.1_1,11,COD,2,mixture,mean_annual_incidence,all,all,-0.01590125
"betas[163,11]",0.09187583967647059,-0.5284328,-0.064173325,0.26646625,0.5537898749999999,COD.25.10_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.11991750000000001
"betas[164,11]",0.10860151373529411,-0.687085975,-0.2271885,0.44125525000000004,0.8987121749999998,COD.25.11_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.1195425
"betas[165,11]",-0.4008267247411765,-0.9501649750000001,-0.6177285,-0.19099825,0.24348942499999998,COD.25.2_1,11,COD,2,mixture,mean_annual_incidence,all,all,-0.449001
"betas[166,11]",-0.22489434473529413,-0.684024425,-0.37261974999999997,-0.055795425,0.1964633749999998,COD.25.3_1,11,COD,2,mixture,mean_annual_incidence,all,all,-0.2175345
"betas[167,11]",0.21855074923823528,-0.605865425,-0.054923150000000004,0.5229554999999999,1.0287182499999987,COD.25.4_1,11,COD,2,mixture,mean_annual_incidence,all,all,0.22367
"betas[168,11]",-0.21434701105882353,-0.702159675,-0.35673,-0.0554092,0.26315730000000004,COD.25.5_1,11,COD,2,mixture,mean_annual_incidence,all,all,-0.2078915
