country,variable,mean,median,q2.5,q25,q75,q97.5,gid,month,run_level,variant,identifier,time_left,time_right
COD,"betas[1,1]",0.21515677757731957,0.21645399999999998,0.0186363525,0.15215325000000002,0.28045925,0.4314416,COD.1.1_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[2,1]",0.18594896793814433,0.182636,-0.02021581249999999,0.13486874999999998,0.24309925,0.37420194999999995,COD.1.10_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[3,1]",0.18899142340206185,0.18054199999999998,0.024476982500000005,0.13317125000000002,0.23914700000000003,0.40798870000000004,COD.1.2_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[4,1]",0.18551848911340207,0.1875565,0.0014249937000000005,0.12961825,0.23870800000000003,0.35430659999999986,COD.1.3_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[5,1]",0.1864711876546392,0.18078850000000002,0.020957925000000002,0.13429025,0.23459425,0.3640340749999999,COD.1.4_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[6,1]",0.17877139090206184,0.17614,-0.017382439999999985,0.12349450000000001,0.23530350000000003,0.35242839999999986,COD.1.5_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[7,1]",0.17728883181958763,0.1785625,-0.04842200249999999,0.1235155,0.2416625,0.36880232499999993,COD.1.6_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[8,1]",0.1799109819587629,0.1834865,-0.0017350329999999915,0.12981574999999998,0.23434675,0.34405002500000004,COD.1.7_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[9,1]",0.17098438095360824,0.177147,-0.06563621499999998,0.11011625,0.23772675,0.35449195,COD.1.8_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[10,1]",0.16239076226804125,0.1665455,-0.069760692499999985,0.10583775000000001,0.22533775,0.3789400749999998,COD.1.9_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[11,1]",0.22059503556701032,0.2219175,0.0312448375,0.15970374999999998,0.2825085,0.4247850999999999,COD.10.1_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[12,1]",0.17220923634020618,0.177917,-0.04360929499999999,0.11529125000000001,0.23981049999999998,0.33984092499999996,COD.11.1_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[13,1]",0.14282887043814432,0.15276800000000001,-0.07443574249999999,0.072904575,0.21003850000000002,0.34002912499999993,COD.11.10_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[14,1]",0.1708344452628866,0.17231249999999998,0.01981381,0.13154325,0.2143335,0.30449252499999996,COD.11.11_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[15,1]",0.1563620458170103,0.1674995,-0.02472706749999999,0.109484,0.21214325,0.30908985,COD.11.12_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[16,1]",0.17760690917525773,0.1794615,-0.014652485,0.12676725,0.23716074999999998,0.35300975,COD.11.13_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[17,1]",0.18478917969072164,0.18350100000000003,0.051484895,0.14003474999999999,0.23392025,0.312455175,COD.11.14_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[18,1]",0.17796779641752578,0.180446,-0.057761315,0.11401449999999999,0.24055775000000001,0.40253054999999993,COD.11.15_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[19,1]",0.19804405798969071,0.1966615,0.03161723500000001,0.14768150000000002,0.24851425000000002,0.36195269999999996,COD.11.16_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[20,1]",0.15977671809278352,0.1687605,-0.0356287625,0.10892450000000001,0.21875925000000002,0.319919475,COD.11.17_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[21,1]",0.19453344201030928,0.1898425,0.041121355,0.14256,0.2407535,0.37817064999999994,COD.11.18_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[22,1]",0.16933774010309277,0.175092,-0.07140126,0.117299,0.23623975000000003,0.3422343749999998,COD.11.19_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[23,1]",0.19143362456185567,0.1900585,0.0357561275,0.14275125,0.24353199999999997,0.3533905999999999,COD.11.2_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[24,1]",0.17003994184948454,0.167555,-0.03516578749999999,0.11741475000000001,0.23596825,0.3596661,COD.11.3_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[25,1]",0.16340725966494846,0.1675935,-0.04424056,0.105629,0.23224875,0.3465943999999999,COD.11.4_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[26,1]",0.1681464218556701,0.171849,-0.08827675,0.11719025,0.23983075,0.36456712499999994,COD.11.5_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[27,1]",0.16469279337628867,0.1749285,-0.0672501225,0.1095335,0.22238525,0.3555056749999999,COD.11.6_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[28,1]",0.14308116910051547,0.155354,-0.07272905249999999,0.090243475,0.20628675,0.3192032,COD.11.7_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[29,1]",0.17202601500773196,0.177381,-0.05644955499999999,0.114628,0.23662925,0.34702432499999997,COD.11.8_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[30,1]",0.20436236791237114,0.19817200000000001,-0.002988259499999999,0.14710374999999998,0.257829,0.4048378749999999,COD.11.9_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[31,1]",0.19009370646391752,0.190127,0.0033609634250000024,0.13445425,0.24260825000000003,0.38016219999999995,COD.12.1_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[32,1]",0.19327189208762888,0.188826,-3.993824999999932e-4,0.13775975000000001,0.24196900000000002,0.4280059499999997,COD.12.2_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[33,1]",0.16797665363402062,0.1797145,-0.06640684499999999,0.11331425,0.23440924999999999,0.3600467999999999,COD.12.3_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[34,1]",0.17098411927061855,0.1725635,-0.020909639999999993,0.12129625,0.2286665,0.35336855,COD.12.4_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[35,1]",0.17192032053608247,0.17814249999999998,-0.05046568,0.12019175,0.23342650000000004,0.35819369999999995,COD.12.5_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[36,1]",0.17539823347938144,0.174735,-0.0044887914999999995,0.11940275,0.2317315,0.3731299249999999,COD.12.6_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[37,1]",0.17251835795360826,0.176484,-0.081145155,0.1137115,0.23846699999999998,0.388384625,COD.12.7_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[38,1]",0.17808990229381444,0.1827365,-0.059754854999999996,0.13038875,0.23421875000000003,0.3899284499999999,COD.12.8_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[39,1]",0.15994664323195876,0.1688015,-0.029650572499999996,0.11671000000000001,0.21806224999999999,0.317595225,COD.13.1_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[40,1]",0.1724008862242268,0.174329,-0.08573134749999999,0.11552225,0.23981975,0.37482327499999973,COD.13.10_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[41,1]",0.1644022262113402,0.17451,-0.0731034,0.10686575000000001,0.2313665,0.386339925,COD.13.11_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[42,1]",0.1747621210765464,0.17291250000000002,-0.014806354999999993,0.124197,0.23896825,0.34694804999999995,COD.13.12_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[43,1]",0.16339708636597938,0.172475,-0.1038237,0.1023885,0.23267949999999998,0.359649275,COD.13.13_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[44,1]",0.16513079048969073,0.1725865,-0.02454156999999999,0.1109925,0.22719774999999998,0.333249975,COD.13.2_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[45,1]",0.1817587231958763,0.18251,0.052737002500000005,0.13813950000000003,0.22548025000000002,0.30014935,COD.13.3_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[46,1]",0.19150087657216494,0.1923935,-0.008402847,0.13391575,0.255496,0.37050502499999993,COD.13.4_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[47,1]",0.16043962731185568,0.1662945,-0.0712891025,0.11042225,0.22094850000000002,0.33730069999999995,COD.13.5_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[48,1]",0.18928770520618557,0.187378,-0.010066447999999997,0.12809399999999999,0.25080424999999995,0.37534789999999996,COD.13.6_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[49,1]",0.17127476085051546,0.172875,-0.045737690000000004,0.11397075000000001,0.23206775000000002,0.359530525,COD.13.7_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[50,1]",0.14170897998453608,0.1521515,-0.052097642499999985,0.074788475,0.20769025,0.3161163,COD.13.8_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[51,1]",0.15394103403092785,0.166852,-0.0732731525,0.1004755,0.2166895,0.33239665,COD.13.9_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[52,1]",0.1718096686597938,0.1760875,-0.032738409999999996,0.11680175,0.2328865,0.31836539999999997,COD.14.1_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[53,1]",0.17403197791443298,0.174776,-0.08163915749999999,0.11882575,0.23840575,0.39344452499999993,COD.14.2_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[54,1]",0.1719574842783505,0.17674,-0.036198315,0.11918375,0.2277225,0.3354312,COD.14.3_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[55,1]",0.1708088994845361,0.174176,-0.07403404499999999,0.11320274999999999,0.24139100000000002,0.39299142499999995,COD.14.4_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[56,1]",0.18814711270618556,0.18268600000000002,-0.0307692525,0.13012925,0.24299175,0.390205225,COD.14.5_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[57,1]",0.16512927355670104,0.169022,-0.025275794999999997,0.11857100000000001,0.2165775,0.32082464999999993,COD.14.6_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[58,1]",0.18474013765463917,0.186424,-0.017550435,0.12896425,0.24536075000000002,0.37569725,COD.14.7_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[59,1]",0.17978928921907217,0.1810555,-0.022655784999999998,0.1214755,0.23177725000000002,0.358705975,COD.14.8_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[60,1]",0.1829334298685567,0.183388,-0.05887885999999999,0.11719775,0.24405525,0.41807574999999997,COD.14.9_1,1,2,mixture,mean_annual_incidence,all,all
COD,"betas[61,1]",0.22482937384020618,0.217507,0.03242625250000001,0.15912050000000003,0.290792,0.44322819999999985,COD.15.1_1,1,2,mixture,mean_annual_incidence,all,all
