country,run_level,variant,identifier,time_left,time_right,variable,mean,q2.5,q25,q75,q97.5,unit,month
BEN,1,mixture,mean_annual_incidence,all,all,"betas[7,3]",0.108471715537,-0.846755875,-0.19595849999999998,0.41760425,1.0213362500000003,BEN.4_1,3
BEN,1,mixture,mean_annual_incidence,all,all,"betas[8,3]",-0.431965262073,-1.6214005,-0.77217725,-0.05777305,0.5304660999999999,BEN.5_1,3
BEN,1,mixture,mean_annual_incidence,all,all,"betas[9,3]",-0.26139595637,-1.5029592499999997,-0.606702,0.12830799999999998,0.8032161000000002,BEN.6_1,3
BEN,1,mixture,mean_annual_incidence,all,all,"betas[10,3]",-0.48972579101175,-1.8477982499999999,-0.88012175,-0.054810275,0.6437083250000004,BEN.7_1,3
BEN,1,mixture,mean_annual_incidence,all,all,"betas[11,3]",-0.61958363948475,-1.908846,-0.9932542500000001,-0.19049925,0.45534010000000014,BEN.8_1,3
BEN,1,mixture,mean_annual_incidence,all,all,"betas[12,3]",0.338922124482,-0.7854051,-2.4040625e-4,0.70970275,1.3500932500000002,BEN.9_1,3
BEN,1,mixture,mean_annual_incidence,all,all,"betas[1,4]",-0.8602940901457,-1.927827,-1.1700475,-0.5232295,0.051779160000000025,BEN.1_1,4
BEN,1,mixture,mean_annual_incidence,all,all,"betas[2,4]",-0.85403168519775,-1.90052225,-1.1593225,-0.5161915,0.028696120000000082,BEN.10_1,4
BEN,1,mixture,mean_annual_incidence,all,all,"betas[3,4]",-0.75397389294925,-1.8564759999999998,-1.093115,-0.3874087500000001,0.20691057500000046,BEN.11_1,4
BEN,1,mixture,mean_annual_incidence,all,all,"betas[4,4]",-0.91274517339375,-1.97195875,-1.2362549999999999,-0.57545925,-0.011140965999999591,BEN.12_1,4
BEN,1,mixture,mean_annual_incidence,all,all,"betas[5,4]",-0.861524750478525,-1.94594425,-1.19036,-0.49752,0.08699183750000017,BEN.2_1,4
BEN,1,mixture,mean_annual_incidence,all,all,"betas[6,4]",-0.96758922462825,-2.0211235,-1.284875,-0.6247805,-0.07737869499999994,BEN.3_1,4
BEN,1,mixture,mean_annual_incidence,all,all,"betas[7,4]",-0.87024053857875,-1.901238,-1.1808400000000001,-0.5309272500000001,0.024515645000000065,BEN.4_1,4
BEN,1,mixture,mean_annual_incidence,all,all,"betas[8,4]",-1.032672673875,-2.1372785,-1.3514899999999999,-0.6622842499999999,-0.12874872499999993,BEN.5_1,4
BEN,1,mixture,mean_annual_incidence,all,all,"betas[9,4]",-0.977732033305,-2.1186054999999997,-1.30291,-0.60331475,-0.05498073749999995,BEN.6_1,4
BEN,1,mixture,mean_annual_incidence,all,all,"betas[10,4]",-1.058163130201,-2.2814149999999995,-1.3875975,-0.678515,-0.08827896249999981,BEN.7_1,4
BEN,1,mixture,mean_annual_incidence,all,all,"betas[11,4]",-1.09021317184,-2.32584475,-1.44114,-0.692308,-0.1378758999999998,BEN.8_1,4
BEN,1,mixture,mean_annual_incidence,all,all,"betas[12,4]",-0.8335413617614,-1.8929429999999998,-1.1642100000000002,-0.480111,0.09496550750000039,BEN.9_1,4
BEN,1,mixture,mean_annual_incidence,all,all,"betas[1,5]",-1.217877328905,-2.4183332500000003,-1.575985,-0.8302785,-0.22843019999999994,BEN.1_1,5
BEN,1,mixture,mean_annual_incidence,all,all,"betas[2,5]",-1.229770311235,-2.4401922499999995,-1.5886900000000002,-0.83237125,-0.2437200999999999,BEN.10_1,5
BEN,1,mixture,mean_annual_incidence,all,all,"betas[3,5]",-1.21971875451,-2.4984824999999997,-1.5995949999999999,-0.8032255000000001,-0.127872124999999,BEN.11_1,5
BEN,1,mixture,mean_annual_incidence,all,all,"betas[4,5]",-1.2073486843875,-2.375369,-1.564895,-0.81910975,-0.2414328499999999,BEN.12_1,5
BEN,1,mixture,mean_annual_incidence,all,all,"betas[5,5]",-1.2012189974275,-2.37896,-1.5525175,-0.7992812499999999,-0.17796167499999915,BEN.2_1,5
BEN,1,mixture,mean_annual_incidence,all,all,"betas[6,5]",-1.2246925148225,-2.4125255,-1.5746475000000002,-0.8401160000000001,-0.2611663249999998,BEN.3_1,5
BEN,1,mixture,mean_annual_incidence,all,all,"betas[7,5]",-1.1940569290625,-2.350873,-1.5452949999999999,-0.8144795,-0.21712579999999979,BEN.4_1,5
BEN,1,mixture,mean_annual_incidence,all,all,"betas[8,5]",-1.22801830021,-2.4185492500000003,-1.5761474999999998,-0.83951325,-0.23292667499999997,BEN.5_1,5
BEN,1,mixture,mean_annual_incidence,all,all,"betas[9,5]",-1.23762876111,-2.43121425,-1.5878675,-0.839955,-0.23844639999999978,BEN.6_1,5
BEN,1,mixture,mean_annual_incidence,all,all,"betas[10,5]",-1.2336817428775,-2.48547525,-1.5810325,-0.8280905000000001,-0.22067854999999983,BEN.7_1,5
BEN,1,mixture,mean_annual_incidence,all,all,"betas[11,5]",-1.2491331479775,-2.4780525,-1.6129949999999997,-0.8376024999999999,-0.24631694999999992,BEN.8_1,5
BEN,1,mixture,mean_annual_incidence,all,all,"betas[12,5]",-1.228231517725,-2.4375877499999996,-1.58979,-0.8304835,-0.1895788999999997,BEN.9_1,5
BEN,1,mixture,mean_annual_incidence,all,all,"betas[1,6]",-1.03281102276825,-2.2613250000000003,-1.3833825,-0.6458207499999999,0.03269107750000004,BEN.1_1,6
BEN,1,mixture,mean_annual_incidence,all,all,"betas[2,6]",-1.04694119504075,-2.27908575,-1.3884925000000001,-0.65923525,-0.0346953524999998,BEN.10_1,6
BEN,1,mixture,mean_annual_incidence,all,all,"betas[3,6]",-0.99440882489625,-2.31313275,-1.3734475000000002,-0.5744345,0.13858090000000006,BEN.11_1,6
BEN,1,mixture,mean_annual_incidence,all,all,"betas[4,6]",-1.0557167171875,-2.28978325,-1.40714,-0.667154,0.011515772500000038,BEN.12_1,6
BEN,1,mixture,mean_annual_incidence,all,all,"betas[5,6]",-1.021298223378,-2.30819925,-1.38015,-0.624286,0.10941170000000003,BEN.2_1,6
BEN,1,mixture,mean_annual_incidence,all,all,"betas[6,6]",-1.098790957215,-2.3316332500000003,-1.44539,-0.71444025,-0.08511250499999991,BEN.3_1,6
BEN,1,mixture,mean_annual_incidence,all,all,"betas[7,6]",-1.0179348819095,-2.2592304999999997,-1.3671325,-0.6321537500000001,0.05887199000000028,BEN.4_1,6
BEN,1,mixture,mean_annual_incidence,all,all,"betas[8,6]",-1.1272090625675,-2.3787457499999998,-1.47916,-0.7273215,-0.10234454999999991,BEN.5_1,6
BEN,1,mixture,mean_annual_incidence,all,all,"betas[9,6]",-1.12410890906425,-2.381244,-1.4825125,-0.7160420000000001,-0.08055636249999992,BEN.6_1,6
BEN,1,mixture,mean_annual_incidence,all,all,"betas[10,6]",-1.1020893854725,-2.409448,-1.4694275,-0.69419525,0.0017036825000001487,BEN.7_1,6
BEN,1,mixture,mean_annual_incidence,all,all,"betas[11,6]",-1.159046311435,-2.45119275,-1.527075,-0.733341,-0.11753647499999914,BEN.8_1,6
BEN,1,mixture,mean_annual_incidence,all,all,"betas[12,6]",-1.01856967811125,-2.2584614999999997,-1.3786224999999999,-0.6259632500000001,0.11705820000000014,BEN.9_1,6
BEN,1,mixture,mean_annual_incidence,all,all,"betas[1,7]",-0.86897222424475,-2.00941925,-1.2387325,-0.4892275,0.1455025750000003,BEN.1_1,7
BEN,1,mixture,mean_annual_incidence,all,all,"betas[2,7]",-0.884133024365,-1.9975175,-1.2261549999999999,-0.501158,0.07347126500000015,BEN.10_1,7
BEN,1,mixture,mean_annual_incidence,all,all,"betas[3,7]",-0.79837481441925,-2.0467682499999995,-1.1574025,-0.39256025,0.2443761250000003,BEN.11_1,7
BEN,1,mixture,mean_annual_incidence,all,all,"betas[4,7]",-0.940915338005,-2.09956575,-1.3120975000000001,-0.5522385,0.06576441250000004,BEN.12_1,7
BEN,1,mixture,mean_annual_incidence,all,all,"betas[5,7]",-0.8855236926725,-2.0877705,-1.2567625,-0.49498949999999997,0.16061825000000005,BEN.2_1,7
BEN,1,mixture,mean_annual_incidence,all,all,"betas[6,7]",-0.9819678745625,-2.1391034999999996,-1.3492925,-0.59851975,0.01769524250000034,BEN.3_1,7
BEN,1,mixture,mean_annual_incidence,all,all,"betas[7,7]",-0.88850576384205,-2.02959875,-1.257075,-0.5143775,0.1341346000000001,BEN.4_1,7
BEN,1,mixture,mean_annual_incidence,all,all,"betas[8,7]",-1.0442443947175,-2.26611925,-1.41029,-0.648396,-0.04047466999999986,BEN.5_1,7
BEN,1,mixture,mean_annual_incidence,all,all,"betas[9,7]",-1.0175536641625,-2.2324985,-1.3848500000000001,-0.6140075,-0.002295707499999203,BEN.6_1,7
BEN,1,mixture,mean_annual_incidence,all,all,"betas[10,7]",-1.0261365470935,-2.32847425,-1.4118425000000001,-0.60007075,0.07350101000000052,BEN.7_1,7
BEN,1,mixture,mean_annual_incidence,all,all,"betas[11,7]",-1.0705814519925,-2.3974349999999998,-1.4536425,-0.6410285,0.006608684000000049,BEN.8_1,7
BEN,1,mixture,mean_annual_incidence,all,all,"betas[12,7]",-0.85056253366,-2.0496024999999998,-1.2193924999999999,-0.45397124999999994,0.1965760500000005,BEN.9_1,7
BEN,1,mixture,mean_annual_incidence,all,all,"betas[1,8]",-0.6742909852745,-1.68155575,-0.97784125,-0.34120425000000004,0.14838100000000012,BEN.1_1,8
BEN,1,mixture,mean_annual_incidence,all,all,"betas[2,8]",-0.649608332789,-1.6685742499999998,-0.9606129999999999,-0.31294299999999997,0.19130602500000005,BEN.10_1,8
BEN,1,mixture,mean_annual_incidence,all,all,"betas[3,8]",-0.5205930600475001,-1.5739414999999999,-0.846219,-0.16318025,0.32100480000000015,BEN.11_1,8
BEN,1,mixture,mean_annual_incidence,all,all,"betas[4,8]",-0.76351765382375,-1.7941525,-1.0806375,-0.4118495,0.08971411250000007,BEN.12_1,8
BEN,1,mixture,mean_annual_incidence,all,all,"betas[5,8]",-0.69466206963825,-1.753884,-1.0038325000000001,-0.33988625,0.1707946000000002,BEN.2_1,8
BEN,1,mixture,mean_annual_incidence,all,all,"betas[6,8]",-0.83106402789075,-1.916312,-1.1467775,-0.46603425000000004,0.0489403900000004,BEN.3_1,8
BEN,1,mixture,mean_annual_incidence,all,all,"betas[7,8]",-0.69506572532925,-1.7449315,-0.9964007500000001,-0.35307675,0.15925585000000014,BEN.4_1,8
BEN,1,mixture,mean_annual_incidence,all,all,"betas[8,8]",-0.91584987135,-2.09241125,-1.234915,-0.5417810000000001,0.04255883750000039,BEN.5_1,8
BEN,1,mixture,mean_annual_incidence,all,all,"betas[9,8]",-0.85516804452775,-2.0199040000000004,-1.1862925,-0.47152774999999997,0.06361725750000019,BEN.6_1,8
BEN,1,mixture,mean_annual_incidence,all,all,"betas[10,8]",-0.9515085914425,-2.2102497499999996,-1.2939399999999999,-0.540662,0.05533803250000014,BEN.7_1,8
BEN,1,mixture,mean_annual_incidence,all,all,"betas[11,8]",-0.98102519996,-2.26145225,-1.3358500000000002,-0.564784,0.01867559250000001,BEN.8_1,8
BEN,1,mixture,mean_annual_incidence,all,all,"betas[12,8]",-0.63644792023325,-1.6715609999999999,-0.94323375,-0.28892799999999996,0.220122225,BEN.9_1,8
BEN,1,mixture,mean_annual_incidence,all,all,"betas[1,9]",-0.430349028235025,-1.50971025,-0.7807959999999999,-0.073565825,0.6043862500000001,BEN.1_1,9
BEN,1,mixture,mean_annual_incidence,all,all,"betas[2,9]",-0.39461214119985,-1.51051925,-0.7539022500000001,-0.037500374999999996,0.6991579000000001,BEN.10_1,9
BEN,1,mixture,mean_annual_incidence,all,all,"betas[3,9]",-0.2159459313734,-1.35838225,-0.5730565,0.159202,0.825888175,BEN.11_1,9
BEN,1,mixture,mean_annual_incidence,all,all,"betas[4,9]",-0.5439613658022,-1.7165377499999999,-0.9073662499999999,-0.174907,0.5498527000000001,BEN.12_1,9
BEN,1,mixture,mean_annual_incidence,all,all,"betas[5,9]",-0.46838513360875,-1.61876575,-0.8075377499999999,-0.105813,0.5051716,BEN.2_1,9
BEN,1,mixture,mean_annual_incidence,all,all,"betas[6,9]",-0.6578118950775,-1.7695089999999998,-1.0153949999999998,-0.29260925,0.3979050000000003,BEN.3_1,9
BEN,1,mixture,mean_annual_incidence,all,all,"betas[7,9]",-0.492062569527875,-1.5419665,-0.82171525,-0.14977274999999998,0.44914760000000065,BEN.4_1,9
BEN,1,mixture,mean_annual_incidence,all,all,"betas[8,9]",-0.76300610299,-1.98514675,-1.140155,-0.3809025,0.39761475,BEN.5_1,9
BEN,1,mixture,mean_annual_incidence,all,all,"betas[9,9]",-0.66597555664025,-1.8999665,-1.0537575,-0.27295424999999995,0.518466775,BEN.6_1,9
BEN,1,mixture,mean_annual_incidence,all,all,"betas[10,9]",-0.8199587705745,-2.1315429999999997,-1.19815,-0.41477200000000003,0.3307558250000001,BEN.7_1,9
BEN,1,mixture,mean_annual_incidence,all,all,"betas[11,9]",-0.8733487894375,-2.208437,-1.2713625,-0.45270375,0.28903117500000014,BEN.8_1,9
BEN,1,mixture,mean_annual_incidence,all,all,"betas[12,9]",-0.37385845693225,-1.5049417500000002,-0.7308085,-0.015720725,0.6667690500000002,BEN.9_1,9
BEN,1,mixture,mean_annual_incidence,all,all,"betas[1,10]",-0.0722631803223,-1.15306975,-0.43910725,0.293227,1.05541175,BEN.1_1,10
BEN,1,mixture,mean_annual_incidence,all,all,"betas[2,10]",-0.021339343850220002,-1.15911175,-0.43179899999999993,0.36303850000000004,1.2094630000000004,BEN.10_1,10
BEN,1,mixture,mean_annual_incidence,all,all,"betas[3,10]",0.243085648710675,-0.868230325,-0.16762675000000002,0.6425325,1.3909817500000001,BEN.11_1,10
BEN,1,mixture,mean_annual_incidence,all,all,"betas[4,10]",-0.2490164208305,-1.4062135,-0.616433,0.12507925,0.887220975,BEN.12_1,10
BEN,1,mixture,mean_annual_incidence,all,all,"betas[5,10]",-0.109304185050225,-1.2685165,-0.47671725000000004,0.269101,0.9959129250000003,BEN.2_1,10
BEN,1,mixture,mean_annual_incidence,all,all,"betas[6,10]",-0.409891447869,-1.5102967499999997,-0.7825925,-0.046858275000000005,0.6972427000000001,BEN.3_1,10
BEN,1,mixture,mean_annual_incidence,all,all,"betas[7,10]",-0.17983262951075,-1.12801925,-0.49297975,0.14019075,0.74586135,BEN.4_1,10
BEN,1,mixture,mean_annual_incidence,all,all,"betas[8,10]",-0.5588552422455,-1.7993602499999999,-0.9470339999999999,-0.1607055,0.6907799500000003,BEN.5_1,10
BEN,1,mixture,mean_annual_incidence,all,all,"betas[9,10]",-0.4183335827113,-1.72691075,-0.83622675,-0.0050303225,0.902433,BEN.6_1,10
BEN,1,mixture,mean_annual_incidence,all,all,"betas[10,10]",-0.636708506634,-2.00288525,-1.0274375,-0.19988025,0.5609550500000008,BEN.7_1,10
BEN,1,mixture,mean_annual_incidence,all,all,"betas[11,10]",-0.71738013418775,-2.05774625,-1.1370375,-0.28803975000000004,0.517790975,BEN.8_1,10
BEN,1,mixture,mean_annual_incidence,all,all,"betas[12,10]",0.0262448550535,-1.12930175,-0.36688424999999997,0.4128745,1.1810055000000002,BEN.9_1,10
BEN,1,mixture,mean_annual_incidence,all,all,"betas[1,11]",-0.30919600425808,-1.2947802499999999,-0.639759,0.020122775,0.6492597000000002,BEN.1_1,11
BEN,1,mixture,mean_annual_incidence,all,all,"betas[2,11]",-0.273718317385,-1.2673204999999998,-0.617518,0.073402725,0.7285536000000004,BEN.10_1,11
BEN,1,mixture,mean_annual_incidence,all,all,"betas[3,11]",-0.060399272616225,-1.0860699999999999,-0.39304300000000003,0.27794275,0.9066778250000003,BEN.11_1,11
BEN,1,mixture,mean_annual_incidence,all,all,"betas[4,11]",-0.444805415078275,-1.4946867499999998,-0.78610375,-0.093947075,0.5361058750000003,BEN.12_1,11
BEN,1,mixture,mean_annual_incidence,all,all,"betas[5,11]",-0.33247808710165,-1.3844394999999998,-0.668393,0.018512325,0.6495618000000002,BEN.2_1,11
BEN,1,mixture,mean_annual_incidence,all,all,"betas[6,11]",-0.57921181575425,-1.6359430000000001,-0.9065570000000001,-0.2240395,0.38649865,BEN.3_1,11
BEN,1,mixture,mean_annual_incidence,all,all,"betas[7,11]",-0.372615787976,-1.3155885,-0.68210725,-0.0538741,0.5153142750000002,BEN.4_1,11
BEN,1,mixture,mean_annual_incidence,all,all,"betas[8,11]",-0.685283701018,-1.88983275,-1.0548475,-0.29548525,0.38968267500000064,BEN.5_1,11
BEN,1,mixture,mean_annual_incidence,all,all,"betas[9,11]",-0.59215963299025,-1.791402,-0.96245625,-0.18893,0.44933792500000014,BEN.6_1,11
BEN,1,mixture,mean_annual_incidence,all,all,"betas[10,11]",-0.7511582611245,-2.03116575,-1.128525,-0.33518725000000005,0.34081990000000006,BEN.7_1,11
BEN,1,mixture,mean_annual_incidence,all,all,"betas[11,11]",-0.823271403557,-2.1232057499999994,-1.2127050000000001,-0.40997125,0.2879014250000002,BEN.8_1,11
BEN,1,mixture,mean_annual_incidence,all,all,"betas[12,11]",-0.233615188839,-1.283766,-0.57174325,0.108406,0.7582645250000001,BEN.9_1,11
BEN,1,mixture,mean_annual_incidence,all,all,"betas[1,12]",-0.80739333813275,-1.73424075,-1.1037525,-0.49326575,0.03873679750000003,BEN.1_1,12
BEN,1,mixture,mean_annual_incidence,all,all,"betas[2,12]",-0.7905547492105,-1.69811,-1.0832125,-0.4789325,0.06617125500000005,BEN.10_1,12
BEN,1,mixture,mean_annual_incidence,all,all,"betas[3,12]",-0.6967006267725,-1.7503835,-1.018235,-0.355477,0.2380158250000003,BEN.11_1,12
BEN,1,mixture,mean_annual_incidence,all,all,"betas[4,12]",-0.87476442495,-1.82043625,-1.1712575,-0.55627625,-0.010990171999999689,BEN.12_1,12
BEN,1,mixture,mean_annual_incidence,all,all,"betas[5,12]",-0.823339044791025,-1.8154789999999998,-1.1220025,-0.50045525,0.06094587750000003,BEN.2_1,12
BEN,1,mixture,mean_annual_incidence,all,all,"betas[6,12]",-0.935994302497,-1.8789755,-1.2264675,-0.61399925,-0.10059930249999983,BEN.3_1,12
BEN,1,mixture,mean_annual_incidence,all,all,"betas[7,12]",-0.8174940064742,-1.7227745,-1.10698,-0.5196270000000001,0.04631361250000007,BEN.4_1,12
BEN,1,mixture,mean_annual_incidence,all,all,"betas[8,12]",-0.97271859372425,-2.0493469999999996,-1.2876025,-0.624403,-0.08795570499999994,BEN.5_1,12
BEN,1,mixture,mean_annual_incidence,all,all,"betas[9,12]",-0.9506359863765,-1.9719005,-1.2588375,-0.610289,-0.08295953249999988,BEN.6_1,12
BEN,1,mixture,mean_annual_incidence,all,all,"betas[10,12]",-1.02668419109375,-2.1515857499999997,-1.3491325,-0.6558204999999999,-0.10520917499999984,BEN.7_1,12
BEN,1,mixture,mean_annual_incidence,all,all,"betas[11,12]",-1.05628368474475,-2.21317075,-1.3889025,-0.6689812500000001,-0.12771832499999988,BEN.8_1,12
BEN,1,mixture,mean_annual_incidence,all,all,"betas[12,12]",-0.79296151721,-1.7372837499999998,-1.0920649999999998,-0.47144625,0.07621735750000003,BEN.9_1,12
BFA,1,base,mean_annual_incidence,all,all,"betas[1,1]",-0.921382628235,-3.268695,-1.4011250000000002,-0.263905,0.5836910000000004,BFA.1_1,1
BFA,1,base,mean_annual_incidence,all,all,"betas[2,1]",-0.921382628235,-3.268695,-1.4011250000000002,-0.263905,0.5836910000000004,BFA.10_1,1
BFA,1,base,mean_annual_incidence,all,all,"betas[3,1]",-0.921382628235,-3.268695,-1.4011250000000002,-0.263905,0.5836910000000004,BFA.11_1,1
BFA,1,base,mean_annual_incidence,all,all,"betas[4,1]",-0.921382628235,-3.268695,-1.4011250000000002,-0.263905,0.5836910000000004,BFA.12_1,1
BFA,1,base,mean_annual_incidence,all,all,"betas[5,1]",-0.921382628235,-3.268695,-1.4011250000000002,-0.263905,0.5836910000000004,BFA.13_1,1
BFA,1,base,mean_annual_incidence,all,all,"betas[6,1]",-0.921382628235,-3.268695,-1.4011250000000002,-0.263905,0.5836910000000004,BFA.2_1,1
BFA,1,base,mean_annual_incidence,all,all,"betas[7,1]",-0.921382628235,-3.268695,-1.4011250000000002,-0.263905,0.5836910000000004,BFA.3_1,1
BFA,1,base,mean_annual_incidence,all,all,"betas[8,1]",-0.921382628235,-3.268695,-1.4011250000000002,-0.263905,0.5836910000000004,BFA.4_1,1
BFA,1,base,mean_annual_incidence,all,all,"betas[9,1]",-0.921382628235,-3.268695,-1.4011250000000002,-0.263905,0.5836910000000004,BFA.5_1,1
BFA,1,base,mean_annual_incidence,all,all,"betas[10,1]",-0.921382628235,-3.268695,-1.4011250000000002,-0.263905,0.5836910000000004,BFA.6_1,1
BFA,1,base,mean_annual_incidence,all,all,"betas[11,1]",-0.921382628235,-3.268695,-1.4011250000000002,-0.263905,0.5836910000000004,BFA.7_1,1
BFA,1,base,mean_annual_incidence,all,all,"betas[12,1]",-0.921382628235,-3.268695,-1.4011250000000002,-0.263905,0.5836910000000004,BFA.8_1,1
BFA,1,base,mean_annual_incidence,all,all,"betas[13,1]",-0.921382628235,-3.268695,-1.4011250000000002,-0.263905,0.5836910000000004,BFA.9_1,1
BFA,1,base,mean_annual_incidence,all,all,"betas[1,2]",-0.741411230415,-2.9562025,-1.2670249999999998,-0.1128275,0.9276495000000005,BFA.1_1,2
BFA,1,base,mean_annual_incidence,all,all,"betas[2,2]",-0.741411230415,-2.9562025,-1.2670249999999998,-0.1128275,0.9276495000000005,BFA.10_1,2
BFA,1,base,mean_annual_incidence,all,all,"betas[3,2]",-0.741411230415,-2.9562025,-1.2670249999999998,-0.1128275,0.9276495000000005,BFA.11_1,2
BFA,1,base,mean_annual_incidence,all,all,"betas[4,2]",-0.741411230415,-2.9562025,-1.2670249999999998,-0.1128275,0.9276495000000005,BFA.12_1,2
BFA,1,base,mean_annual_incidence,all,all,"betas[5,2]",-0.741411230415,-2.9562025,-1.2670249999999998,-0.1128275,0.9276495000000005,BFA.13_1,2
BFA,1,base,mean_annual_incidence,all,all,"betas[6,2]",-0.741411230415,-2.9562025,-1.2670249999999998,-0.1128275,0.9276495000000005,BFA.2_1,2
BFA,1,base,mean_annual_incidence,all,all,"betas[7,2]",-0.741411230415,-2.9562025,-1.2670249999999998,-0.1128275,0.9276495000000005,BFA.3_1,2
BFA,1,base,mean_annual_incidence,all,all,"betas[8,2]",-0.741411230415,-2.9562025,-1.2670249999999998,-0.1128275,0.9276495000000005,BFA.4_1,2
