country,gid,name,run_level,model,month,mean,q025,q975
AGO,AGO.1_1,Bengo,1,offset,1,0.4940805931,0.11381625000000002,0.8709577500000002
AGO,AGO.1_1,Bengo,1,offset,2,-0.18903269932825,-0.53621075,0.14710025000000004
AGO,AGO.1_1,Bengo,1,offset,3,-0.00600032643665,-0.368018,0.34064975000000003
AGO,AGO.1_1,Bengo,1,offset,4,0.352120422720475,-7.802197499999844e-4,0.6856897500000001
AGO,AGO.1_1,Bengo,1,offset,5,0.53770132801,0.19026150000000003,0.8720647499999999
AGO,AGO.1_1,Bengo,1,offset,6,-0.09143878511725,-0.458301,0.2723340000000001
AGO,AGO.1_1,Bengo,1,offset,7,-0.7940092675,-1.183925,-0.4078119999999999
AGO,AGO.1_1,Bengo,1,offset,8,-0.70695487245,-1.1131075,-0.32049724999999996
AGO,AGO.1_1,Bengo,1,offset,9,-0.345922317405,-0.769164,0.06456225000000004
AGO,AGO.1_1,Bengo,1,offset,10,-0.1469000143225,-0.65989,0.36130775
AGO,AGO.1_1,Bengo,1,offset,11,0.2501791375775,-0.2199505,0.6994322500000001
AGO,AGO.1_1,Bengo,1,offset,12,0.64623567825,0.22917825,1.0667025
AGO,AGO.10_1,Huíla,1,offset,1,0.4940805931,0.11381625000000002,0.8709577500000002
AGO,AGO.10_1,Huíla,1,offset,2,-0.18903269932825,-0.53621075,0.14710025000000004
AGO,AGO.10_1,Huíla,1,offset,3,-0.00600032643665,-0.368018,0.34064975000000003
AGO,AGO.10_1,Huíla,1,offset,4,0.352120422720475,-7.802197499999844e-4,0.6856897500000001
AGO,AGO.10_1,Huíla,1,offset,5,0.53770132801,0.19026150000000003,0.8720647499999999
AGO,AGO.10_1,Huíla,1,offset,6,-0.09143878511725,-0.458301,0.2723340000000001
AGO,AGO.10_1,Huíla,1,offset,7,-0.7940092675,-1.183925,-0.4078119999999999
AGO,AGO.10_1,Huíla,1,offset,8,-0.70695487245,-1.1131075,-0.32049724999999996
AGO,AGO.10_1,Huíla,1,offset,9,-0.345922317405,-0.769164,0.06456225000000004
AGO,AGO.10_1,Huíla,1,offset,10,-0.1469000143225,-0.65989,0.36130775
AGO,AGO.10_1,Huíla,1,offset,11,0.2501791375775,-0.2199505,0.6994322500000001
AGO,AGO.10_1,Huíla,1,offset,12,0.64623567825,0.22917825,1.0667025
AGO,AGO.11_1,Luanda,1,offset,1,0.4940805931,0.11381625000000002,0.8709577500000002
AGO,AGO.11_1,Luanda,1,offset,2,-0.18903269932825,-0.53621075,0.14710025000000004
